forecast,actual
39.95142218488861,38.14325291666667
38.03027946673438,37.63050300000001
25.323324300411983,23.441340416666662
21.19381672991281,11.273178583333332
13.117673793417934,6.878219608333333
8.23390639425617,6.4063217083333335
8.580928409568578,10.201517416666668
8.699268075959575,11.464981833333333
7.322463239361137,15.354848
8.402640221585871,18.05948983333333
8.496459949999092,23.21208391666667
7.949626128536177,19.212418916666667
4.344918302999311,18.305308499999995
0.0,15.749159333333337
0.0,8.072586691666666
0.0,0.3785109577499999
0.0,0.0
0.0,0.1105152075333333
4.2256356825412,2.4540869916666668
9.441947024891068,8.690588741666668
17.199408806694713,22.964049416666665
32.6586941820283,44.13975725
65.24110357288116,55.28643675
74.22124486974187,88.05861291666668
87.60554044740798,149.22180333333333
84.66655959026433,183.7653175
110.69611937477195,211.89960500000004
129.13666911251053,208.9560091666667
131.4904619557451,199.9788775
94.6932458192038,196.81191416666664
59.868325171676325,185.23421
59.84906903703912,173.75562
58.05631795386065,165.640055
52.8399645305182,151.19964583333334
47.51210114259596,124.26927458333336
33.843804732288135,95.552779
18.076599654571165,63.80914408333334
9.38740796041695,42.9390165
4.188425676107508,20.83392733333333
0.0,5.462922616666667
0.0,1.8820096733333336
0.0,0.2432514445
0.0,0.0255367757333333
0.0,0.1591544975166666
0.0,0.57688369
4.2731742670719965,1.1276039183333333
10.927249916494793,1.2979041291666669
6.186290700545489,0.0566885744749999
0.0,0.3919205249999999
0.0,2.181838475
0.0,15.654036275
22.884129215138024,69.98940466666666
66.27430577709511,124.43452175
111.20262667738557,150.71797666666666
158.6968740995716,153.5600975
164.74707831749333,138.685435
139.04283983855606,118.99395483333332
114.02351292734684,100.32889633333332
169.40655775408396,96.26028083333335
153.95197969440832,101.02809874999998
131.70455448567898,121.34277016666668
129.8688767672554,130.74407083333332
123.30718522191874,110.79786416666668
88.64634985432129,62.677428499999984
35.217716062936475,6.643558700000001
12.338729964435862,3.391118116666666
11.66149403479013,0.49025418
10.556693102097915,0.5951037791666668
9.343161767401206,0.063522225
0.0,0.0
0.0,0.8577548625000001
6.847906730008704,10.700312991666664
30.659489338168296,45.423314
61.39222398451316,92.64486008333334
75.80140402780913,129.34509841666667
74.57369446113908,107.44404908333333
82.33196977553152,136.76302374999997
88.58705843827568,187.18298666666664
86.17400592996817,207.182695
74.42302869881355,205.8267583333333
58.3277827287992,197.49914250000003
74.33613892016575,160.10388666666668
42.35119687787384,85.65668449999998
15.348601227749626,51.47700275
9.779254375370003,40.338916833333336
5.756401852425501,53.14271208333334
5.690933742521702,18.072329441666668
2.88386531126058,1.045728095
2.984447402592548,0.0557826746916666
4.278216822067816,0.013356900325
4.731228251164594,0.2892489779166666
4.834637665440532,1.3147632033333334
4.735113222776455,0.4715941749999999
7.100637609361516,0.0893024980833333
0.0,0.2647777746916667
0.0,0.0
2.918613852749193,0.0527532775833333
16.265088678415513,0.0048746000249999
22.981481297171868,0.0192068752833333
23.70913893380453,0.2434771974999999
28.70133712669266,2.410027618333333
31.591257702396657,8.966587975000001
30.58123532422473,9.162973458333331
24.552493962467093,11.838315041666668
14.456034248576533,13.005950333333333
9.797967497088294,13.537801875
6.911419185883169,10.265899375
11.253646315040877,8.007015583333335
5.541925864713527,5.393540308333335
0.0,1.3658393716666666
0.0,0.0041572252916666
0.0,0.0
0.0,0.0513013516666666
4.576079082499711,0.4555488358333333
6.2327835030368925,2.013110928333333
8.632043689022403,1.8563254083333327
12.217604101856912,5.731468691666667
13.221895459065411,25.389953916666663
43.38319751564221,78.97174700000001
85.01079252567409,177.26486416666663
103.93183802477344,211.61426333333333
115.9953479720382,218.2140725
114.74809391443522,221.9677158333333
107.31812331417308,224.07827666666665
110.84982869975588,219.65545166666672
99.08995059181066,205.8699116666667
62.68840975434632,184.15981416666668
31.20794100205276,155.08933416666665
36.92724527175366,95.81631941666666
43.81012718210099,110.84947458333332
46.40575625300068,117.39997041666668
53.02108348651988,99.91791225
49.87248200430651,85.40333908333332
35.91385953674127,48.5767285
26.66501250060279,37.46562441666667
38.14310334945345,50.507820333333335
53.34624862689572,78.80970391666668
61.612249274475865,93.02994733333334
91.92762492758912,101.95040491666668
122.25623295203586,135.19074833333335
123.9507894166515,200.64386666666664
194.18399195938088,223.20887
237.1383539817148,227.183475
239.00497158595516,227.40898
241.8255303115719,227.40898
248.6701562673468,227.40898
249.9,227.40898
249.9,227.40898
248.4251765683981,227.3870625
243.60632736372935,226.12126250000003
231.9958054904146,216.44378083333336
131.24813918845086,209.04719916666667
55.54431048368249,102.63846625
31.410857959478918,75.84837275
53.303016697582464,165.77009199999998
