entropy_10m,standard_deviation_10m,turbulence_intensity_10m,variability_index_10m,entropy_era5,standard_deviation_era5,turbulence_intensity_era5,variability_index_era5
0.504116023,1.284198842,0.317086134,1.012345679,0.377490614,0.991743787,0.284587556,0.842324011
0.508339578,1.088162314,0.29082289,0.935412027,0.40413462,0.852730626,0.251109332,0.79959853
0.514695761,0.877338146,0.249480041,0.82464455,0.360249829,0.708303256,0.213900123,0.563955065
0.677893195,0.723945593,0.219932839,0.729113924,0.524666715,0.807099622,0.239488458,0.738337945
0.625971043,0.564702478,0.178327098,0.568421053,0.428400294,0.820559114,0.232913881,0.706290304
0.675011811,0.512076383,0.163428633,0.574468085,0.461839521,0.83552252,0.224364702,0.661722389
0.728138666,0.765216019,0.236664748,0.927835052,0.625859668,0.894277292,0.227036162,0.724578321
0.749376062,1.162940478,0.336271945,1.156626506,0.751833558,0.972319951,0.22913786,0.805035996
0.522739219,1.24085544,0.33386245,1.022421525,0.731275107,1.062976829,0.232691839,0.828700438
0.343654387,1.271045064,0.32314705,0.966101695,0.655052923,1.070735411,0.219197777,0.688298582
0.365088824,1.323794,0.318347255,0.913827655,0.491233149,1.021694745,0.198855762,0.571681812
0.277677212,1.299652731,0.298199479,0.871892925,0.364048214,0.944562508,0.177500938,0.501397173
0.413716515,1.259271174,0.27625693,0.833638026,0.227002131,0.855395275,0.156758688,0.45287372
0.468969205,1.174024418,0.24458842,0.791666667,0.27051203,0.787319071,0.14175142,0.444927237
0.608432959,1.072639527,0.21596769,0.765100671,0.324762296,0.669736819,0.117874667,0.390131848
0.730813959,0.80311892,0.154445946,0.596153846,0.590013095,0.637822384,0.110595872,0.384356527
0.743183023,0.570087713,0.105571799,0.481481481,0.486712941,0.503725823,0.085944232,0.300556563
0.603011202,0.31124749,0.056334387,0.21719457,0.464097036,0.432602933,0.07322661,0.219149354
0.612721605,0.322641011,0.058573255,0.21785174,0.436321064,0.419823572,0.07092966,0.203041377
0.846306487,0.289995211,0.054120413,0.205287714,0.547261191,0.428920309,0.073157312,0.204976759
0.710431493,0.353160335,0.066844227,0.208201893,0.728267111,0.374062345,0.064925761,0.214005294
0.753629094,0.520149551,0.100674107,0.348387097,0.780333269,0.288948852,0.051208691,0.195028511
0.493744631,0.569112369,0.113068683,0.357615894,0.70577942,0.247978633,0.044785098,0.168173542
0.455929213,0.616891851,0.125045645,0.364864865,0.610268486,0.277864544,0.050973343,0.202723634
0.634481282,0.833499983,0.176713777,0.614840989,0.512182469,0.329567851,0.061239509,0.226511013
0.482041561,0.787885708,0.171590354,0.631578947,0.603063255,0.383660175,0.07226764,0.254044765
0.563155085,0.828108621,0.186440965,0.652908068,0.722198886,0.434500877,0.083546743,0.303591179
0.710005261,0.874007373,0.206458435,0.68503937,0.568266398,0.448925007,0.088911544,0.275186957
0.793147357,0.847381588,0.212731779,0.652719665,0.729816161,0.654888551,0.134993673,0.474697386
0.716830969,0.826093551,0.219803162,0.691796009,0.629230794,0.779089549,0.167245647,0.505674155
0.681084474,0.730677007,0.204862712,0.560747664,0.537717882,0.826382399,0.18486436,0.525875162
0.68058442,0.713510492,0.210371644,0.619164619,0.48639941,0.839729689,0.196425113,0.53416679
0.633114138,0.613505411,0.18685444,0.517766497,0.384146645,0.8011232,0.195401516,0.509973331
0.633114138,0.613505411,0.18685444,0.517766497,0.227242712,0.729142539,0.18340486,0.484292898
0.63677471,0.602944165,0.184105089,0.519083969,0.314502984,0.657540224,0.170779985,0.454898501
0.632143624,0.614862225,0.187267683,0.517766497,0.675089835,0.625218867,0.169693415,0.509139035
0.207871075,0.617960355,0.183099364,0.503703704,0.705467562,0.57824714,0.16440813,0.533785828
0.231864683,0.568379763,0.171370783,0.512562814,0.612529299,0.501839203,0.149352149,0.492323043
0.530413701,0.656326054,0.192565101,0.586797066,0.610763228,0.388582862,0.119081151,0.433403405
0.554962636,0.670613318,0.19069573,0.568720379,0.559353603,0.28419647,0.088757335,0.304791505
0.620654975,0.646088659,0.17741565,0.549199085,0.563406354,0.284255332,0.088800878,0.304877887
0.575415814,0.569295373,0.151475487,0.532150776,0.570541749,0.295258817,0.092785116,0.306685135
0.58970821,0.546389666,0.144738984,0.529801325,0.331515236,0.360745745,0.115815442,0.420442625
0.714815236,0.396512575,0.102546356,0.362068966,0.228791562,0.36697581,0.118699894,0.423598467
0.731801354,0.368461516,0.094679619,0.359743041,0.433795896,0.368413521,0.120855052,0.429606391
0.714748684,0.36968455,0.09479091,0.358974359,0.412987472,0.333312282,0.110124642,0.373733512
0.673884146,0.385411036,0.098193895,0.356687898,0.414720548,0.334274843,0.110420687,0.37604735
0.737118909,0.423198798,0.10691338,0.378947368,0.668717207,0.394919639,0.12724635,0.44707617
0.74293197,0.579990421,0.142038471,0.563265306,0.672503007,0.427556253,0.133929451,0.440583734
0.37928954,0.561743318,0.134818396,0.552,0.326576189,0.433500411,0.132298297,0.429250069
0.540595549,0.556526929,0.135188728,0.558704453,0.283939547,0.500435053,0.149182508,0.52427674
0.645397838,0.610100174,0.151264506,0.570247934,0.326914956,0.523953494,0.154363511,0.518134268
0.524299921,0.658860548,0.167152782,0.583509514,0.321327944,0.521999623,0.152266358,0.51300805
0.322930497,0.681705378,0.175546449,0.592274678,0.409028506,0.498021631,0.143339576,0.50618389
0.507375708,0.643072054,0.161779133,0.578616352,0.464837717,0.384715907,0.107790757,0.388279343
0.512804186,0.635249295,0.157825912,0.571428571,0.566246772,0.321507597,0.088615759,0.381964173
0.468266656,0.622271823,0.153017661,0.56557377,0.808059747,0.224965801,0.060257074,0.19289449
0.494477934,0.645658579,0.156523292,0.557575758,0.712339513,0.3096847,0.080956659,0.290990248
0.476441266,0.648502549,0.156895778,0.556451613,0.722118112,0.498022022,0.125476179,0.459748031
0.404372916,0.729154762,0.173608277,0.547619048,0.569935144,0.644988138,0.157021974,0.489791969
0.488326418,0.842079107,0.197748518,0.704500978,0.448590129,0.772495685,0.181196817,0.524471965
0.452189836,0.919691977,0.211423443,0.689655172,0.236794115,0.875805437,0.197239336,0.547459614
0.498903913,0.95989004,0.214101868,0.669144981,0.273298046,0.96738612,0.210775552,0.547349972
0.520178544,0.905845216,0.194109689,0.642857143,0.353328461,1.021468209,0.214269316,0.541760312
0.470337091,0.777102882,0.160779907,0.579310345,0.366633025,0.989067259,0.199819682,0.521776476
0.843682917,0.857807282,0.166564521,0.582524272,0.577209267,0.955655006,0.183923317,0.549676385
0.68169691,0.958695584,0.177810618,0.556414219,0.697626869,0.879195513,0.161585543,0.538233625
0.629528895,0.89566859,0.161867817,0.542168675,0.684958132,0.697005033,0.123089022,0.431021687
0.604746606,0.789998242,0.138799105,0.474377745,0.543453116,0.527149782,0.091510792,0.334315742
0.726481995,0.73649885,0.126800376,0.464849354,0.535754397,0.515859104,0.089471624,0.323412982
0.762599989,0.882664841,0.153729726,0.6095791,0.461479208,0.56342428,0.098362185,0.32553361
0.726192459,1.032358411,0.184075794,0.624071322,0.41704484,0.580571417,0.10180228,0.326967872
0.60168248,1.183802724,0.219901435,0.687306502,0.452016462,0.611953247,0.108408748,0.330330985
0.390804165,1.289352766,0.247555731,0.7104,0.433862851,0.65828971,0.118706175,0.336247816
0.313149333,1.29067166,0.250615856,0.718446602,0.580656078,0.735561554,0.136215677,0.421030806
0.322953674,1.29386909,0.254115042,0.726677578,0.538510945,0.857496845,0.165034285,0.559203355
0.502498422,1.349768499,0.271310251,0.743718593,0.679335491,1.037797866,0.209267124,0.719350151
0.78268528,1.320011574,0.286440125,0.954792043,0.798074209,1.30499608,0.286580578,1.08736354
0.663778378,1.432364013,0.349357076,1.243902439,0.617616993,1.191406085,0.276976184,1.088375834
0.526253386,1.333828033,0.342739537,1.310492505,0.530751116,1.088421721,0.25771838,0.886394433
0.603530279,1.172929618,0.316295627,1.375280899,0.571293309,1.224123788,0.283129743,1.130708917
0.661658033,0.940264443,0.265486431,1.072941176,0.459042368,1.402112443,0.311369669,1.163851289
0.626550378,0.957825953,0.26668008,1.05800464,0.353748844,1.629075843,0.344812723,1.258182325
0.720420887,1.014170433,0.275964744,1.034013605,0.259732964,1.720319866,0.354321361,1.224305309
0.682980892,1.034676546,0.274692888,1.008849558,0.244643573,1.880443845,0.370813048,1.191525835
0.566206587,1.068585514,0.275764004,0.980645161,0.225767032,1.92269482,0.367626559,1.155328129
0.579009727,1.05,0.272727273,0.987012987,0.317435769,1.947123416,0.357213764,1.108519989
0.582899602,1.057085879,0.273974742,0.98488121,0.457819849,1.886970103,0.330727284,1.059043576
0.614218755,1.062589865,0.271878004,0.97228145,0.53928146,1.702018805,0.288381725,1.023793118
0.805182366,1.003742995,0.247837777,0.938271605,0.478033838,1.109023886,0.178081885,0.661143414
0.598662867,0.402768199,0.092946507,0.323076923,0.378129198,0.859825607,0.135539189,0.429355003
0.59000602,0.383966868,0.088437666,0.299424184,0.480430062,0.977017995,0.155829406,0.508194884
0.608783037,0.442452132,0.10269682,0.324951644,0.480892005,1.124799989,0.184831162,0.552880191
0.531515992,0.57130455,0.135487245,0.42687747,0.506292659,1.241687747,0.212247091,0.619768618
0.637580918,0.742882898,0.182302552,0.564417178,0.449099478,1.264315542,0.228435828,0.701849512
0.459462767,0.809792497,0.208083725,0.591006424,0.602512493,1.34610232,0.256528406,0.819098322
0.496735402,0.909212113,0.245733004,0.702702703,0.565209625,1.276084324,0.2623356,0.798136601
0.357112278,0.890536667,0.253233175,0.739336493,0.603881145,1.232971742,0.269101246,0.847348289
0.295660389,0.839766833,0.245187396,0.759124088,0.631550116,1.066522049,0.249249847,0.854452522
0.507054947,0.771497462,0.239224019,0.682170543,0.570263296,0.875828253,0.221761415,0.698844883
0.70031359,0.77795137,0.257174006,0.826446281,0.715221202,0.883859026,0.238881661,0.853889095
0.780627112,0.678847062,0.238191952,0.877192982,0.640736914,0.760014755,0.219912599,0.743739711
0.631966184,0.504080571,0.183859175,0.583586626,0.578208293,0.676264504,0.207912314,0.648025212
0.810543474,0.455521679,0.171894973,0.566037736,0.730657843,0.673273239,0.221150285,0.762191982
0.533950837,0.479583152,0.191833261,0.72,0.725014135,0.714946455,0.254715191,0.922613137
0.47946905,0.457271497,0.187278429,0.737201365,0.558468574,0.648532585,0.244977837,0.880479069
0.529766031,0.45704364,0.187826153,0.739726027,0.506744204,0.580700242,0.231444487,0.764153989
0.557778574,0.466368953,0.190354675,0.734693878,0.439573491,0.550795316,0.221856822,0.751786348
0.830845663,0.6244998,0.240192231,0.923076923,0.413649843,0.592196707,0.235330415,0.804352168
0.614017218,0.69457221,0.258045403,0.891640867,0.46584484,0.56891916,0.22821763,0.81195656
0.590887567,0.673712764,0.252642287,0.9,0.500162352,0.524016326,0.214841279,0.829864288
0.628352166,0.689756398,0.251582881,0.875379939,0.508727349,0.533670717,0.217468946,0.824817831
0.54941557,0.657171971,0.236818728,0.864864865,0.53239762,0.538241477,0.220347703,0.828639309
0.58948596,0.724377127,0.266641887,0.883435583,0.535062267,0.57574579,0.242674942,0.853155759
0.437157721,0.732954448,0.278337132,0.911392405,0.459444316,0.578758051,0.246412874,0.86178814
0.470830766,0.730819555,0.276650936,0.90851735,0.657338819,0.563920267,0.235327382,0.844673609
0.487569387,0.676336126,0.251270387,0.891640867,0.590558213,0.479016915,0.194231324,0.694885822
0.490570573,0.681705378,0.254051694,0.894409938,0.578552298,0.490701011,0.199930248,0.698242988
0.505346583,0.690812726,0.259054772,0.9,0.627626785,0.512446409,0.210590467,0.704263668
0.665567961,0.728964258,0.282179713,0.929032258,0.751895504,0.516710105,0.22174108,0.735434896
0.633046185,0.59225323,0.24256105,0.860068259,0.600717192,0.407185153,0.180955263,0.5545431
0.63689473,0.457271497,0.195276084,0.725978648,0.618790683,0.375213311,0.168404604,0.533825056
0.788986084,0.398869931,0.176621372,0.752767528,0.565307639,0.393676813,0.175467662,0.530127684
0.590118344,0.25,0.11627907,0.418604651,0.587762498,0.406969026,0.180759705,0.57012196
0.534102629,0.262863505,0.124678342,0.42687747,0.639811524,0.42176328,0.183878565,0.559615638
0.57883058,0.234964536,0.110571547,0.329411765,0.448321513,0.436857788,0.181004683,0.573791649
0.656457886,0.243099202,0.11530397,0.33201581,0.344042981,0.466490112,0.187121081,0.555500904
0.656457886,0.243099202,0.11530397,0.33201581,0.379613177,0.47058241,0.190098709,0.559432859
0.633828524,0.247767812,0.117055659,0.330708661,0.375383446,0.471871739,0.190792605,0.559940738
0.633828524,0.247767812,0.117055659,0.330708661,0.387905412,0.458198118,0.184297989,0.557021286
0.596201032,0.246503324,0.116918573,0.33201581,0.382728906,0.490909499,0.199017609,0.633492417
0.615910791,0.324893145,0.15720636,0.580645161,0.448650565,0.552823723,0.227360665,0.743174365
0.59904354,0.331243449,0.16425295,0.595041322,0.447610321,0.678888198,0.293673864,0.9178554
0.638440864,0.306865877,0.157367117,0.615384615,0.497353135,0.820340449,0.383978501,1.197860107
0.622330791,0.305845822,0.158880946,0.623376623,0.494582301,0.910993145,0.468583561,1.362087635
0.627044455,0.317433283,0.167806141,0.634361233,0.468406144,0.965896893,0.562843757,1.684417453
0.596687724,0.370716274,0.201293904,0.705882353,0.457255907,0.948788147,0.607521353,1.850908479
0.662288351,0.391223153,0.207729108,0.690265487,0.482113514,0.843277666,0.618115432,2.098225832
0.754827063,0.422952585,0.23070141,0.709090909,0.239596138,0.662233889,0.552850665,1.697814003
0.767666946,0.404402852,0.234436436,0.637681159,0.469651897,0.585690626,0.54637958,1.823167789
0.67151354,0.379601399,0.231229279,0.670050761,0.700985856,0.493719513,0.528565631,1.960228689
0.742976696,0.454606057,0.303070704,1.2,0.636185977,0.356917878,0.432179851,1.608052616
0.698622314,0.434853104,0.308771435,1.278106509,0.575670221,0.309341873,0.387154702,1.356190535
0.698622314,0.434853104,0.308771435,1.278106509,0.571183724,0.314765828,0.392397538,1.397947257
0.698622314,0.434853104,0.308771435,1.278106509,0.567605321,0.374415145,0.441740902,1.550242487
0.696240919,0.432932507,0.318723318,1.325153374,0.690578195,0.462965789,0.482747703,1.739983548
0.706882563,0.425245027,0.314996317,1.333333333,0.808122633,0.615624035,0.543539342,2.053399144
0.674634627,0.497423919,0.353200416,1.278106509,0.451927077,0.630682041,0.483087855,1.551769494
0.585592258,0.510446428,0.348031655,1.227272727,0.395248966,0.666822804,0.466754437,1.418043541
0.555118027,0.458484823,0.321743736,1.263157895,0.301668229,0.688180843,0.43848828,1.290823807
0.593690349,0.474561201,0.321736407,1.220338983,0.523343298,0.759970011,0.442331247,1.367564196
0.636711578,0.589432401,0.366486467,1.430051813,0.57271591,0.748200549,0.397404851,1.247991705
0.685257269,0.629097678,0.3682523,1.346341463,0.613676683,0.658026998,0.318805952,1.025708183
0.741524035,0.529871578,0.285132688,0.968609865,0.678497534,0.596213667,0.263291987,0.852967939
0.86105331,0.77795137,0.366094762,1.458823529,0.745275083,0.587342462,0.240211841,0.839339666
0.667571626,0.973360445,0.406979977,1.421602787,0.829313072,0.683447918,0.254211796,1.014752605
0.656342265,1.066145706,0.410056041,1.307692308,0.699062121,0.678153618,0.234468648,0.820609061
0.579230598,1.150452809,0.3933172,1.128205128,0.367474731,0.637167162,0.209710782,0.652286453
0.403783913,1.172130065,0.370146336,1.010526316,0.478750941,0.659105695,0.209342773,0.629468341
0.484213282,1.263894994,0.370824937,0.997555012,0.491760354,0.662282704,0.200495659,0.59997416
0.447528504,1.202659091,0.332532468,0.940092166,0.417535318,0.58882742,0.173189955,0.538676426
0.446465625,1.072380529,0.282205402,0.868421053,0.387674966,0.527184385,0.152757791,0.453893692
0.461667659,0.908715516,0.227653156,0.72651357,0.374350253,0.546236443,0.159000936,0.460166394
0.516706056,0.850979827,0.210118476,0.716049383,0.360717857,0.58584671,0.171855288,0.546087495
0.518707269,0.866466323,0.21438342,0.717525773,0.358680572,0.591568314,0.173771192,0.546834875
0.539590272,0.919087712,0.228818517,0.796680498,0.359252988,0.635393148,0.189540153,0.555318354
0.496458822,1.116137935,0.293077795,0.919037199,0.466870692,0.692994063,0.212345979,0.592541555
0.343574006,1.233642979,0.345074959,0.979020979,0.360150069,0.63857868,0.204183862,0.58314118
0.385901512,1.289352766,0.38015315,1.031941032,0.371546222,0.602051602,0.200507105,0.607383182
0.285030129,1.229131355,0.389170878,1.10817942,0.480956209,0.575499583,0.197302791,0.625251764
0.478918803,1.206809384,0.413763217,1.2,0.657836557,0.496288661,0.17551343,0.644974748
0.517676977,1.029664185,0.392253023,1.028571429,0.876941154,0.319138313,0.119780904,0.468265347
0.602501333,0.927474169,0.390515439,1.178947368,0.713827565,0.324010554,0.128656082,0.538496185
0.729998128,0.82815055,0.385186302,1.348837209,0.755047287,0.372176452,0.15539569,0.514615169
0.7386247,0.555965127,0.286333971,1.13304721,0.544344786,0.443762737,0.193810047,0.602672066
0.64327378,0.297209242,0.165116245,0.611111111,0.462707902,0.444125131,0.196045484,0.609125949
0.692624637,0.239211668,0.138006732,0.519230769,0.434106829,0.428251628,0.192066882,0.618883737
0.827486087,0.31391347,0.176852659,0.676056338,0.42976612,0.423903679,0.190675357,0.620701779
0.655912222,0.480378901,0.253944794,0.95154185,0.385247754,0.448311104,0.198586744,0.611260549
0.656944419,0.860353609,0.404872287,1.505882353,0.368025662,0.46220693,0.203510761,0.607584286
0.439544041,1.031550882,0.446881249,1.386281588,0.271820742,0.48083678,0.209466114,0.601134568
0.358725503,1.109397985,0.454360949,1.310580205,0.283266472,0.478116795,0.208665793,0.602244534
0.248248985,1.108395988,0.430445044,1.242718447,0.196020864,0.455800754,0.201440605,0.608292807
0.227209774,1.078675886,0.403243322,1.196261682,0.211475289,0.455509835,0.200903766,0.607059168
0.198021658,1.016939854,0.369796311,1.163636364,0.210863082,0.454137542,0.200199398,0.606758774
0.303217424,0.919540948,0.320770098,1.011627907,0.239112251,0.426762752,0.186399686,0.601172868
0.398605038,0.855821568,0.290930845,0.985835694,0.232733107,0.4241149,0.185135895,0.593875614
0.398597566,0.879512175,0.300687923,0.991452991,0.172285434,0.437433575,0.192681313,0.599260809
0.405366693,0.892406235,0.305967852,1.028571429,0.178842024,0.449173988,0.200242007,0.606497458
0.418763631,0.959564427,0.337676631,1.055718475,0.20022367,0.444970164,0.20105987,0.614727863
0.515086938,0.989493417,0.360909453,1.094224924,0.212540671,0.450646581,0.203213723,0.613772932
0.39829324,0.840097547,0.322082127,1.03514377,0.294383681,0.513942031,0.227842142,0.805783185
0.431629336,0.7,0.28,0.92,0.300028078,0.614757723,0.265001248,0.909857643
0.441189036,0.591373167,0.244706138,0.744827586,0.219325288,0.682646605,0.285747516,0.883519322
0.451767378,0.633059151,0.259273372,0.860068259,0.190293182,0.7323562,0.297470979,0.857337388
0.38768614,0.676798017,0.272536114,0.845637584,0.267136927,0.771024356,0.301788076,0.826158742
0.286778589,0.688547182,0.270903809,0.826229508,0.203142466,0.736851821,0.276597959,0.792315831
0.291870786,0.704893609,0.273745091,0.815533981,0.280385684,0.693049998,0.252728986,0.769697385
0.256596096,0.7123416,0.280265548,0.826229508,0.147107465,0.604419988,0.215726145,0.600101098
0.351838575,0.659545298,0.253671268,0.807692308,0.239561479,0.554462581,0.194993103,0.582959625
0.435114002,0.570757294,0.212046054,0.743034056,0.479237992,0.476726454,0.162414778,0.493711212
0.446473937,0.503873882,0.184344103,0.62195122,0.6208219,0.433489069,0.141875464,0.457019499
0.469333778,0.445034331,0.159892574,0.538922156,0.444892725,0.449676682,0.144121731,0.456119038
0.473064651,0.448066835,0.160501553,0.537313433,0.481220347,0.597504306,0.18520502,0.736474733
0.50630138,0.449691252,0.162539007,0.542168675,0.376535472,0.681851687,0.206656714,0.720121433
0.42832426,0.50552503,0.178420599,0.529411765,0.345409033,0.869849045,0.251920104,0.893194471
0.418151269,0.533072853,0.187043106,0.596491228,0.263727897,0.970532105,0.270131311,0.858404744
0.418151269,0.533072853,0.187043106,0.596491228,0.222324079,1.005977525,0.272296079,0.834795692
0.418151269,0.533072853,0.187043106,0.596491228,0.191946285,0.986000308,0.262081185,0.819758414
0.435742605,0.531441959,0.189237493,0.605341246,0.235378438,0.942811075,0.246203317,0.805371604
0.479876879,0.50083264,0.175730751,0.596491228,0.31584579,0.798560704,0.201119011,0.722461584
0.623580941,0.473389081,0.162769885,0.584527221,0.435172669,0.643182737,0.157207304,0.548588615
0.639822993,0.46874537,0.160712698,0.582857143,0.473943782,0.558452075,0.134013072,0.406685474
0.680158799,0.406885187,0.13715231,0.438202247,0.507104279,0.528530269,0.125535338,0.396206723
0.69677171,0.382970843,0.127656948,0.4,0.43160885,0.500520091,0.117977091,0.393189469
0.604866347,0.417332801,0.141468746,0.474576271,0.443207168,0.494599176,0.11771478,0.39701171
0.604866347,0.417332801,0.141468746,0.474576271,0.561358613,0.490272474,0.117534385,0.399901598
0.700070576,0.369308663,0.12808393,0.485549133,0.617130851,0.372179033,0.090972607,0.353269958
0.783604185,0.244948974,0.087481777,0.357142857,0.591870973,0.34341157,0.084184856,0.31942239
0.75955694,0.225308431,0.080707498,0.32238806,0.589464764,0.353192728,0.086451995,0.31894043
0.690782198,0.260874597,0.0926182,0.319526627,0.614952115,0.363102372,0.089129355,0.319843836
0.662192256,0.253174292,0.089093593,0.316715543,0.660365337,0.341598849,0.083449823,0.288124811
0.548655259,0.258602011,0.089948526,0.313043478,0.697799068,0.335103861,0.081282929,0.286082671
0.573807403,0.256038192,0.089315648,0.313953488,0.688355131,0.323093445,0.077889746,0.284330715
0.623693762,0.251108653,0.087089706,0.312138728,0.718548133,0.360517738,0.087574331,0.326910325
0.640541315,0.268741925,0.093747183,0.313953488,0.557383385,0.392844389,0.09643303,0.330357148
0.389215754,0.297559518,0.105330803,0.318584071,0.534663585,0.396186302,0.096613227,0.328182624
0.440022614,0.269129254,0.094156007,0.314868805,0.603639218,0.400454777,0.097976838,0.32926714
0.44422486,0.262466929,0.091558231,0.313953488,0.529735465,0.420781653,0.103911439,0.332341834
0.601690936,0.321022671,0.113972546,0.390532544,0.51164251,0.436140932,0.109381746,0.337517622
0.623314645,0.341158158,0.122571793,0.395209581,0.682027526,0.34958073,0.08998031,0.292273894
0.676053576,0.303681119,0.111102849,0.402439024,0.677833688,0.256902572,0.067415204,0.199846668
0.649052337,0.253174292,0.094058561,0.334365325,0.609073475,0.32842962,0.08739265,0.326525147
0.735418565,0.246080384,0.092280144,0.3375,0.615997165,0.419896563,0.114290621,0.406549507
0.49053295,0.254405625,0.098479597,0.309677419,0.779994691,0.476777571,0.134617169,0.473315585
0.701571803,0.281242284,0.11212317,0.358803987,0.484592793,0.516419308,0.151546119,0.520750359
0.646442827,0.259673941,0.105630078,0.325423729,0.462654129,0.563976825,0.169534485,0.533438093
0.636190491,0.259807621,0.106043927,0.326530612,0.488691185,0.567183557,0.173004533,0.541278881
0.787621326,0.288193608,0.119252527,0.331034483,0.333844829,0.482753981,0.152642323,0.431147936
0.754725399,0.295686583,0.126271851,0.384341637,0.417260854,0.446383668,0.14581867,0.410469322
0.628388556,0.391843932,0.176109632,0.674157303,0.611406144,0.444399187,0.150078947,0.459551826
0.500264575,0.468152397,0.217745301,0.697674419,0.537585358,0.411003589,0.140679288,0.465771088
0.528195859,0.493499409,0.23783104,0.722891566,0.783473914,0.353229035,0.12463998,0.480163293
0.488677054,0.45886333,0.22567049,0.737704918,0.789990615,0.20894723,0.076169144,0.237560409
0.610287,0.396775195,0.20260861,0.663829787,0.789755376,0.209851373,0.076482785,0.24001334
0.58833121,0.384057287,0.196952455,0.615384615,0.748407351,0.30655898,0.109256489,0.402820646
0.550499838,0.435889894,0.217944947,0.7,0.720437169,0.433141479,0.148520452,0.524130421
0.316145874,0.547722558,0.260820265,0.904761905,0.703629485,0.545931222,0.178498613,0.59156316
0.253311406,0.600636237,0.278287059,0.88030888,0.38569039,0.593221908,0.186161085,0.567774557
0.253311406,0.600636237,0.278287059,0.88030888,0.354404166,0.641388427,0.19544058,0.55131249
0.40438303,0.651280789,0.289458129,0.844444444,0.373864245,0.684541614,0.201609957,0.545688574
0.649320993,0.725526629,0.304416767,0.923076923,0.454489506,0.686557676,0.194539451,0.525888511
0.797151471,0.819891592,0.311351237,1.139240506,0.498090824,0.671917985,0.180548204,0.570621931
0.714558284,0.805536398,0.281001069,0.976744186,0.56282057,0.666870088,0.173869776,0.553674357
0.572617507,0.768611663,0.248607546,0.776280323,0.630051531,0.566125101,0.142154965,0.511631371
0.641146614,0.764307966,0.235171682,0.738461538,0.77975846,0.434340971,0.104851902,0.398379079
0.52745488,0.718021974,0.207121723,0.605769231,0.64700161,0.295038365,0.069785444,0.278759298
0.625254408,0.798392482,0.216268844,0.758465011,0.593130231,0.213198844,0.049755943,0.182089878
0.467730994,0.782579424,0.202828361,0.725701944,0.747804961,0.191768677,0.044311069,0.144754381
0.397683957,0.757692037,0.193865766,0.71641791,0.756187155,0.190798452,0.044065311,0.14468355
0.493576777,0.714677472,0.180550098,0.707368421,0.808909278,0.178984298,0.041194515,0.144038678
0.623911709,0.539225267,0.131786216,0.513238289,0.781208664,0.174224778,0.040061216,0.143902676
0.628753403,0.476678322,0.1153254,0.411290323,0.692265827,0.218825393,0.050707723,0.198923805
0.626194513,0.501386965,0.121794405,0.461538462,0.767547154,0.282992805,0.066354624,0.248475767
0.408912731,0.556963494,0.138376023,0.49689441,0.718013337,0.348093038,0.083907598,0.30807116
0.562423769,0.665154535,0.170188794,0.639658849,0.602008871,0.410127093,0.101205156,0.328447807
0.579605395,0.839766833,0.22544076,0.859060403,0.615193782,0.471566761,0.119447986,0.379036843
0.634957837,1.045625809,0.298750231,1.085714286,0.412069942,0.522664469,0.137656309,0.438351799
0.627109791,1.064581295,0.322600392,1.151515152,0.497532153,0.615305708,0.167778754,0.52202988
0.528601496,0.919540948,0.299850309,1.076086957,0.388356137,0.597390166,0.166422014,0.533337409
0.22131188,0.777236915,0.267244785,0.893982808,0.284174894,0.536738779,0.153194821,0.494637726
0.30791154,0.738758343,0.264629854,0.931343284,0.427046554,0.493029244,0.1445096,0.507960737
0.703742973,0.752034278,0.285582637,0.987341772,0.825605232,0.520740551,0.16077675,0.605085286
0.593323769,0.629097678,0.250803061,0.877076412,0.718780145,0.612037916,0.202258199,0.745978888
0.513130372,0.536125504,0.222612666,0.788927336,0.593328109,0.639725038,0.224127179,0.720345003
0.617127295,0.469929073,0.199969818,0.765957447,0.434607467,0.612127306,0.224061703,0.665655024
0.639710693,0.419986772,0.181289254,0.604316547,0.59796918,0.611122353,0.232908987,0.69307688
0.623842813,0.405089153,0.176766176,0.610909091,0.594191948,0.659700056,0.267238632,0.816292025
0.64936495,0.396775195,0.171888171,0.606498195,0.546354052,0.683426904,0.293276551,0.864725177
0.688803458,0.298142397,0.125975661,0.464788732,0.411048856,0.705859108,0.318004083,0.907836225
0.710287773,0.306752705,0.130071819,0.466431095,0.526381802,0.719199803,0.336291502,0.942234861
0.766767521,0.32177891,0.138399531,0.47311828,0.664803055,0.636787517,0.318243226,1.007064907
0.747699461,0.34990078,0.14942382,0.555160142,0.725874225,0.468652254,0.250536496,0.927776398
0.811819231,0.379601399,0.165644247,0.567272727,0.677046875,0.276411818,0.15552738,0.445241999
0.780399062,0.460977223,0.204878766,0.8,0.665967195,0.268690258,0.151630585,0.442765957
0.700038476,0.509015935,0.235837499,0.833976834,0.464547407,0.283295614,0.155892637,0.431742781
0.657396287,0.518009009,0.246670957,0.857142857,0.269629457,0.302875086,0.163688061,0.426953495
0.694107469,0.500555247,0.246174712,0.885245902,0.35618675,0.334136142,0.178526802,0.555836694
0.761487416,0.446280928,0.228862014,0.923076923,0.454383092,0.355067369,0.187280084,0.548716572
0.775965029,0.429065522,0.226818778,0.95154185,0.562610834,0.363775598,0.182864648,0.543860621
