entropy_10m,standard_deviation_10m,turbulence_intensity_10m,variability_index_10m,entropy_era5,standard_deviation_era5,turbulence_intensity_era5,variability_index_era5
0.471883516,0.521948805,0.197583144,0.605678233,0.543965227,0.488238663,0.151748564,0.507425029
0.692699668,0.423936578,0.16845162,0.556291391,0.725397289,0.422876119,0.134810739,0.520464117
0.668378572,0.316227766,0.131761569,0.416666667,0.474180267,0.321318139,0.104725168,0.389106656
0.706378845,0.2384848,0.102574108,0.387096774,0.567330467,0.309246796,0.099716678,0.384959847
0.522723841,0.129903811,0.057100576,0.175824176,0.536293849,0.234459795,0.074122458,0.287415831
0.602755026,0.14043583,0.061504743,0.175182482,0.495886588,0.20597675,0.064747243,0.217495959
0.70509097,0.262863505,0.111461557,0.424028269,0.541523319,0.222050346,0.070079043,0.252093813
0.557363355,0.302765035,0.126152098,0.416666667,0.600108902,0.223090287,0.071481326,0.25593956
0.539933917,0.307769755,0.127353002,0.413793103,0.536207518,0.165473935,0.053963709,0.19143027
0.549995019,0.30945741,0.125880981,0.406779661,0.773151403,0.169004266,0.056307375,0.202038723
0.605406488,0.322317993,0.127230787,0.394736842,0.697057304,0.274753061,0.09414831,0.364206081
0.625515885,0.331976405,0.131475804,0.396039604,0.724931387,0.494140837,0.177344254,0.653273579
0.526543483,0.436765256,0.178879968,0.655290102,0.708586402,0.818761508,0.318273741,1.104670029
0.458892226,0.554464206,0.235108497,0.80565371,0.546693113,0.930549453,0.389785196,1.190351057
0.408746015,0.57203341,0.245157176,0.814285714,0.364170332,0.914777708,0.40629923,1.232575377
0.408746015,0.57203341,0.245157176,0.814285714,0.365353704,0.897964409,0.42686893,1.319223815
0.401227952,0.571729831,0.245905304,0.817204301,0.248224886,0.840666855,0.414744607,1.268681548
0.700046571,0.633936117,0.284915109,0.853932584,0.255134115,0.814040187,0.407556746,1.287472739
0.679175133,0.577831194,0.270858372,0.84375,0.260347614,0.808305263,0.405870078,1.291241362
0.644191769,0.530919015,0.255864585,0.86746988,0.26245679,0.807023446,0.405472671,1.292025949
0.66454402,0.517136883,0.251240591,0.874493927,0.280169593,0.779744383,0.39690945,1.241948615
0.759698761,0.482758279,0.23938427,0.892561983,0.346710774,0.837505148,0.415828159,1.404954324
0.735648525,0.394669341,0.201533281,0.612765957,0.548358408,0.973364238,0.452855765,1.583154456
0.707884052,0.48876261,0.240375054,0.885245902,0.731120595,1.104150524,0.462742071,1.618571445
0.781502396,0.662224786,0.297629117,1.168539326,0.724703949,1.11371841,0.404620307,1.437157141
0.712912693,0.801907448,0.322915751,1.208053691,0.661578508,1.16234326,0.37171895,1.260281682
0.483959576,0.929157324,0.344132342,1.148148148,0.668942377,1.235048821,0.357846474,1.191092571
0.427261774,1.024559526,0.355338564,1.075144509,0.524683844,1.240676198,0.324031255,0.958161367
0.657050954,1.249305363,0.395558426,1.361477573,0.456763195,1.299050661,0.312557866,0.867042692
0.501041515,1.281167003,0.364312892,1.023696682,0.447143781,1.328654596,0.297521304,0.81329568
0.492791078,1.335623034,0.3484234,0.939130435,0.478156811,1.319116087,0.276616038,0.782531871
0.438783301,1.329238504,0.322239637,0.872727273,0.55680342,1.250059938,0.246800525,0.737079687
0.647663619,1.380896448,0.308580212,0.983240223,0.46362461,1.030213045,0.193288691,0.593964891
0.614490715,1.269815166,0.264086343,0.894280763,0.590835678,0.849403193,0.15180239,0.4670337
0.516611712,1.02804426,0.202570297,0.709359606,0.548346258,0.658123249,0.11391978,0.372853749
0.355776686,0.819001764,0.156248349,0.53418124,0.496527456,0.484028736,0.082249397,0.275161753
0.394771428,0.694172169,0.12914831,0.427906977,0.436212367,0.404722075,0.068299605,0.190652289
0.36719784,0.633936117,0.116854584,0.405529954,0.438191856,0.458598616,0.077793431,0.245811249
0.36719784,0.633936117,0.116854584,0.405529954,0.420134573,0.473911188,0.080596971,0.246441207
0.390771105,0.662644114,0.122522795,0.44375963,0.430780325,0.526724505,0.09071128,0.249556761
0.370220797,0.695371603,0.130586217,0.450704225,0.398405995,0.530364847,0.092504283,0.252742732
0.498762746,0.778308351,0.149914931,0.500802568,0.405565026,0.511292009,0.090424786,0.25627725
0.482725619,0.808805704,0.160159545,0.514851485,0.430106984,0.463318499,0.08316942,0.260121112
0.589273405,0.807602763,0.163703263,0.527027027,0.448664208,0.391316739,0.071138326,0.263430942
0.551957464,0.632620213,0.132485908,0.460732984,0.495172986,0.382115525,0.069635052,0.26407348
0.446993982,0.464578662,0.09990939,0.322580645,0.522736167,0.270977972,0.049941122,0.187116805
0.401585082,0.413991412,0.08967323,0.303249097,0.427545795,0.223229954,0.041372046,0.13209943
0.369622105,0.432691833,0.093386727,0.302158273,0.408542725,0.218818356,0.040619795,0.132312354
0.362931041,0.418578945,0.090503556,0.281081081,0.410030589,0.217042253,0.040249159,0.132177927
0.472664899,0.510650457,0.108842016,0.362344583,0.318703856,0.177511389,0.032737482,0.117429114
0.460963031,0.558954878,0.116651453,0.354782609,0.185296031,0.196990206,0.036452778,0.11782643
0.243535618,0.534373985,0.109802874,0.349315068,0.766766807,0.474724285,0.089528296,0.349734104
0.350999599,0.531441959,0.108273404,0.346349745,0.587803755,0.632047418,0.122099236,0.364548723
0.590419161,0.485555238,0.096308477,0.317355372,0.462573013,0.735534244,0.145744878,0.374889216
0.548804742,0.442216639,0.0872796,0.276315789,0.403608972,0.810753775,0.165192311,0.398141107
0.549633835,0.473462424,0.093754935,0.316831683,0.439817436,0.873931592,0.184590026,0.465976948
0.517764949,0.498539534,0.099211848,0.31840796,0.330743978,0.864229169,0.189025143,0.482283561
0.549867187,0.489046692,0.096840929,0.316831683,0.358901928,0.812420345,0.183626328,0.484896125
0.543150523,0.488975687,0.096986913,0.317355372,0.310274575,0.728237003,0.168789855,0.458465758
0.631144544,0.555965127,0.108834935,0.371941272,0.307317565,0.666861989,0.15635856,0.440439292
0.607559833,0.559513678,0.109351207,0.371335505,0.310040916,0.649738893,0.15273694,0.435119596
0.614783819,0.551450109,0.107951082,0.371941272,0.311764032,0.63429477,0.149448984,0.411546021
0.723665372,0.546389666,0.108734262,0.378109453,0.289805323,0.620962708,0.146668147,0.412559753
0.73120834,0.549241902,0.10984838,0.38,0.355294994,0.631925943,0.149757154,0.413940543
0.755077701,0.558954878,0.112730396,0.383193277,0.379483479,0.620790201,0.146308449,0.411662327
0.391029999,0.580409338,0.120292091,0.414507772,0.445200587,0.606473522,0.141910414,0.408713511
0.411502759,0.765352134,0.162552666,0.637168142,0.542567087,0.584393465,0.135468407,0.40490137
0.40325012,0.859586464,0.185522258,0.647482014,0.559354615,0.527977578,0.12057589,0.357287514
0.370745109,0.934931667,0.205856514,0.660550459,0.577458525,0.495350083,0.112150532,0.354210918
0.334506462,0.950730713,0.214450537,0.676691729,0.573938343,0.502352437,0.113900853,0.3547246
0.433426872,0.954048392,0.220589223,0.693641618,0.622731581,0.564871883,0.130097785,0.401208099
0.480840406,0.852895395,0.20844694,0.635437882,0.720570189,0.667479692,0.15975977,0.557514961
0.790080046,0.846028303,0.219272994,0.777537797,0.799603235,0.792807909,0.202080141,0.776072904
0.555948879,0.754385327,0.210037678,0.668213457,0.777340423,0.88847063,0.244192435,0.876564138
0.695182714,0.835123078,0.248671884,0.893300248,0.31605933,0.922690624,0.273516809,0.730151048
0.676904554,0.757737861,0.240551702,0.888888889,0.401031898,1.079269309,0.339710839,0.929746441
0.640878031,0.668902501,0.227388952,0.747875354,0.386152846,1.167743603,0.397405908,1.035636163
0.381809702,0.710780088,0.260836729,0.844036697,0.374987511,1.182040569,0.437117004,1.125345046
0.501509077,0.818662527,0.317927195,0.970873786,0.369634494,1.122259326,0.450918792,1.222715722
0.420496581,0.83612034,0.342438364,1.023890785,0.501762697,1.027698532,0.458085317,1.327229582
0.404647402,0.795255025,0.337210612,1.060070671,0.445947278,0.8447779,0.410544544,1.273090195
0.59304891,0.687790343,0.310281358,1.127819549,0.529218246,0.654563208,0.344656431,1.194571185
0.600206817,0.533072853,0.260035538,0.975609756,0.541961412,0.449217295,0.255953378,0.958020773
0.560917315,0.407141117,0.207901847,0.714893617,0.597416615,0.294546501,0.176789417,0.572164454
0.81547761,0.362476053,0.192465161,0.637168142,0.611292215,0.270326733,0.163920833,0.454659555
0.709741684,0.330403793,0.178596645,0.594594595,0.624636505,0.278716854,0.167852593,0.451550148
0.65549984,0.352274356,0.186224329,0.581497797,0.645124105,0.282490892,0.169498533,0.449886188
0.675376569,0.343592135,0.182438302,0.584070796,0.648757516,0.286419259,0.172156317,0.450673385
0.690115829,0.34990078,0.184969575,0.581497797,0.765095572,0.275471765,0.158420651,0.487323362
0.751259544,0.353160335,0.178064034,0.655462185,0.565538057,0.357349959,0.192933353,0.777597062
0.743845398,0.351484945,0.16540468,0.611764706,0.849102269,0.504649845,0.254573767,0.969604853
0.573855861,0.423198798,0.187394301,0.664206642,0.571841061,0.608664738,0.281382585,1.023463768
0.53223064,0.483261489,0.207854404,0.64516129,0.50205838,0.721460627,0.313672244,1.016130095
0.474972256,0.473389081,0.200730352,0.636042403,0.473938294,0.823320856,0.334915054,1.04217926
0.400992166,0.445034331,0.186727691,0.629370629,0.344495868,0.875532926,0.33248064,0.981859957
0.481867306,0.437797518,0.182415632,0.625,0.331468863,0.913143225,0.324450021,0.970838953
0.76959415,0.411214326,0.163939266,0.478405316,0.401628381,0.93763583,0.313276646,0.948269884
0.558909795,0.381881308,0.149757376,0.470588235,0.573232861,0.967542418,0.301338324,1.020230276
0.541875169,0.379601399,0.146469993,0.463022508,0.744142336,0.956234442,0.277518084,0.994629682
0.558453107,0.362476053,0.13852588,0.458598726,0.688499361,0.736436227,0.198057106,0.693803856
0.793071312,0.371931893,0.137752553,0.444444444,0.716913472,0.634375671,0.160306281,0.574832961
0.702344485,0.456435465,0.163012666,0.607142857,0.71992674,0.639643131,0.152740861,0.545424921
0.543909408,0.54898897,0.190400799,0.658959538,0.681332303,0.718732238,0.162858331,0.546952431
0.466734633,0.588960949,0.201354171,0.64957265,0.625060392,0.788634485,0.170407152,0.53008618
0.568698821,0.647377187,0.216393489,0.635097493,0.520886801,0.823546201,0.170192398,0.476719883
0.607767437,0.675925292,0.216296093,0.64,0.608602956,0.914501499,0.179942624,0.569769036
0.69049732,0.745355992,0.221392869,0.772277228,0.53295859,0.933376003,0.175457367,0.51673747
0.583689153,0.826093551,0.228940476,0.748267898,0.508490219,0.911549101,0.164421344,0.476745532
0.564378196,0.874960317,0.23229035,0.716814159,0.442073781,0.861480666,0.149289539,0.396005084
0.46458789,0.811848029,0.205965673,0.684989429,0.627107164,0.891036921,0.148167764,0.485912102
0.626294595,0.757187779,0.184679946,0.658536585,0.674272539,0.87461979,0.140103168,0.468088904
0.397283829,0.585175662,0.137418942,0.469667319,0.673917842,0.76117867,0.117414468,0.382355129
0.80440021,0.61553951,0.137807353,0.447761194,0.640366905,0.686655258,0.102274974,0.339686883
0.656039021,0.732717544,0.156731026,0.534759358,0.721004226,0.711457213,0.102321893,0.352393905
0.705610747,0.951716286,0.192590142,0.688026981,0.66624905,0.765304044,0.106614265,0.353684865
0.721133479,1.158183444,0.219214532,0.738170347,0.674613893,0.79585355,0.107518699,0.352141952
0.660865669,1.32756565,0.235314443,0.744460857,0.465312513,0.779541996,0.102272791,0.273794778
0.317902843,1.329447463,0.223749924,0.639551192,0.450011091,0.774518833,0.099590007,0.268341813
0.348312247,1.500740558,0.239479876,0.70212766,0.416681385,0.719843919,0.090870323,0.263443993
0.283532966,1.499143274,0.23212541,0.681290323,0.388424141,0.625537977,0.077551004,0.242268512
0.325048499,1.445178766,0.216506182,0.65917603,0.238459155,0.500674349,0.061166736,0.165846107
0.381754991,1.304372987,0.189497286,0.639225182,0.222159328,0.461602761,0.05615202,0.165136208
0.418173726,1.141727492,0.162523486,0.62633452,0.216372664,0.450114493,0.054707616,0.164994747
0.373562441,0.84306814,0.11695743,0.430057803,0.227674565,0.408825151,0.049528311,0.151613253
0.40148215,0.747356452,0.102729409,0.357388316,0.203662294,0.384945203,0.046486303,0.151128843
0.361476881,0.675102873,0.09174671,0.326160815,0.480929943,0.441615177,0.053791238,0.156572726
0.393510748,0.696568972,0.09509474,0.327645051,0.654212086,0.531352552,0.065767196,0.21633371
0.654683593,0.74437707,0.103505502,0.361529548,0.723731319,0.606897671,0.076701546,0.257528939
0.658365643,0.706468132,0.100326835,0.369230769,0.604359368,0.609633502,0.078624295,0.240738093
0.708439945,0.686577664,0.098316611,0.372315036,0.49224791,0.575242812,0.075403419,0.22247133
0.776335676,0.429793232,0.063360182,0.191646192,0.686874273,0.591008741,0.079098816,0.250613037
0.677221559,0.501386965,0.075776368,0.302267003,0.732693103,0.722443069,0.099878011,0.372197095
0.810699359,0.70513986,0.110754952,0.42408377,0.756531857,0.960565243,0.13863921,0.501287828
0.598552281,0.886119819,0.144672623,0.489795918,0.584591972,1.185040982,0.179127733,0.596030099
0.44381808,0.963356401,0.161006641,0.501392758,0.46940342,1.253569045,0.196337465,0.617580611
0.425467869,1.013930745,0.174314741,0.515759312,0.497355145,1.240186357,0.20159993,0.640976577
0.396178388,0.99760129,0.1742535,0.524017467,0.285692469,1.097703621,0.183383227,0.562056218
0.288931553,0.927661337,0.163704942,0.476470588,0.219510399,1.001807482,0.170704764,0.507803088
0.327720782,0.885845484,0.157717297,0.480712166,0.356559175,0.940288084,0.163577737,0.518438481
0.373921353,0.873172695,0.156156071,0.482861401,0.513560949,0.897603954,0.159501896,0.529559859
0.485203847,0.840245914,0.151815571,0.487835803,0.514063756,0.816617243,0.147760882,0.539231053
0.544912051,0.733253978,0.135271387,0.424306174,0.513497871,0.673641703,0.124332151,0.447433097
0.409967544,0.671178609,0.125856339,0.431285468,0.574930058,0.580928748,0.109311171,0.36844953
0.34538863,0.670646449,0.126421985,0.43356759,0.536342143,0.576338232,0.108979076,0.370255927
0.411509663,0.634858081,0.118781916,0.430329887,0.748288255,0.538031344,0.100354345,0.365228728
0.426972346,0.562667676,0.104307854,0.352223758,0.573278388,0.397426928,0.072263707,0.241831776
0.41915809,0.572328593,0.10624566,0.352711285,0.664658461,0.352671699,0.062898853,0.203597626
0.447589509,0.593836164,0.110535264,0.385990693,0.581917189,0.29747135,0.05230383,0.146774846
0.658282613,0.670615469,0.127109757,0.427965749,0.608776928,0.284345612,0.050099197,0.147077934
0.611395046,0.638012282,0.125781929,0.402594034,0.686210588,0.388286982,0.067805072,0.252362209
0.607622799,0.635904413,0.130125836,0.414647281,0.539408797,0.430747298,0.074300557,0.249278302
0.607622799,0.635904413,0.135223099,0.430889759,0.585836482,0.537941494,0.090391611,0.317005363
0.607622799,0.635904413,0.14073598,0.44845661,0.52663176,0.647376231,0.106309073,0.340071526
0.607622799,0.635904413,0.146717472,0.467516697,0.693132886,0.81837351,0.130546572,0.431576899
0.607622799,0.635904413,0.153229979,0.488268865,0.689827607,0.981952661,0.150100666,0.50977802
0.607622799,0.635904413,0.160347496,0.510948905,0.602088359,1.063619976,0.155729877,0.473681905
0.607622799,0.635904413,0.168158439,0.535838553,0.42838664,1.060957943,0.149951485,0.412466121
0.607622799,0.635904413,0.176769332,0.563277249,0.393000852,1.055599563,0.144495662,0.382898548
0.607622799,0.635904413,0.186309697,0.593677718,0.350037561,1.003001918,0.13411802,0.374036067
0.706912719,0.708166973,0.205109337,0.724085366,0.254159586,0.886964408,0.116716034,0.364069279
0.636816598,0.818903108,0.232370764,0.766148102,0.180264854,0.73436311,0.094978738,0.293748227
0.553927997,0.906760033,0.2516938,0.749452155,0.346999715,0.669012469,0.085745269,0.291095617
0.460286201,1.033984693,0.277220732,0.804327375,0.285259839,0.586197423,0.07468414,0.217971944
0.389003458,1.100736344,0.286101102,0.779753762,0.284709498,0.588147416,0.074947704,0.218015944
0.299330446,1.131677797,0.285517913,0.756888348,0.375613273,0.628382012,0.080425037,0.2296744
0.343006716,1.135516405,0.277846899,0.734063104,0.490863635,0.68953976,0.089388851,0.251723109
0.421839462,1.117006243,0.263832408,0.708588004,0.649816293,0.715085041,0.094871711,0.297039606
0.540960464,1.052538282,0.240339237,0.685027541,0.615580524,0.681997415,0.092820784,0.288745164
