SI_90_10,SI_80_20,SI_70_30,SI_60_40
1.206750595340125,1.107877543787449,0.5758766386265316,0.08429379714824116
1.31193520759152,1.2132313142762714,0.6094910765641881,0.06413560355260227
1.2953746545174452,1.1974106161790428,0.6167591348872484,0.07655630730239729
0.9199182880926715,0.7175894310570932,0.4202150312565546,0.13505487826737012
0.6665248161220617,0.3993799958429991,0.19309672396454491,0.05168688683932342
1.1872328578252653,1.0279749765120552,0.5225949217054094,0.0791670130460127
1.867835031117133,1.7707870466021174,0.8657230381861952,0.02753132881658411
1.8143867665243876,1.71908553738418,0.8714033913968628,0.05127910509061542
1.8811915130300263,1.7896946855117606,0.96057021247801,0.10464415504350286
1.791635062535299,1.70032765526214,0.981075300081684,0.16889688806577624
1.4996039523296283,1.4133086033073938,1.0487275323210923,0.3767719980636994
0.9826807190903051,0.9048132789899115,0.8026654701598697,0.38044537328299644
1.4844276600173578,1.4093813719435968,0.939725655270251,0.2682942387648284
1.508365702514426,1.4591713842316334,0.7755884689644441,0.07381940793843877
2.2379325581323606,2.1591972289137553,1.10028813749695,0.060126684306860016
2.8844310158653474,2.7829258859555615,1.576045192002876,0.24034299443729024
3.410370447940594,3.2907209117640774,1.5896295520594066,0.0
3.409995669260424,3.288801928360093,1.5900043307395761,0.005244852306992392
2.6597483853556483,2.4968554410302515,1.2269015984925873,0.04254716721199736
2.273254892344667,2.153417473614393,1.0365666540578307,0.006496958825047608
1.7476155985186987,1.6297872673767482,0.8035308110793089,0.03483412412131909
1.1787305319611678,1.0650234185952505,0.5375598896115029,0.050013808259654076
0.8346346055195946,0.7305623820832001,0.44837028759971886,0.14707708323211066
0.5159870410452183,0.4163706723076463,0.26284343110984904,0.0941396802628052
0.4306841728702208,0.30244345274459644,0.1874245722493721,0.06035005136703762
0.8715738113933398,0.7789399672797652,0.4739089232695028,0.12394022100113697
0.7202727140784837,0.6620423246659668,0.3968079111963737,0.09501184226361797
0.5941991999183469,0.534499347631329,0.3059564318473208,0.06630610181548824
0.6002023968597227,0.5211327233757193,0.3476236852169127,0.11816811597599522
0.9318804806345242,0.8626609316875423,0.6294052396859129,0.22791280718860754
1.0792039611442745,0.9954745946321779,0.7308982603749937,0.2675434078240163
0.9619756498834956,0.9111032102466595,0.68913522040889,0.2511275051285324
0.9161013090328902,0.8796366660507495,0.660897324803152,0.23035001054719403
0.948556299000794,0.9209523831202276,0.7431810053188812,0.2894722482263483
0.9561851125138663,0.8991222786623416,0.8016718710160853,0.3699143598250286
1.1405691834142249,1.0651881004790216,0.9962056508877292,0.4944525931417887
