Time,Obs10m,Obs60m,Dir10m,Dir60m,WTK_New10m,ERA510m
1/1/2018 0:00,2.8,5,301.7,311.5,4.660556,3.579450352
1/1/2018 1:00,3,5.3,306.3,315.2,4.635162,3.494926259
1/1/2018 2:00,2.8,4.9,307.3,315.3,4.8777,3.594153958
1/1/2018 3:00,2.7,4.9,292.9,301.1,4.715877,3.841942679
1/1/2018 4:00,3.2,5.5,294.5,301.9,4.378037,4.026980471
1/1/2018 5:00,3.6,6.4,296.4,304.7,4.43729,4.100380708
1/1/2018 6:00,3.3,5.5,294.2,303.6,4.12341,4.082620513
1/1/2018 7:00,4,6.7,297.3,303.2,3.626087,4.158553822
1/1/2018 8:00,4.1,6.8,299,305.4,3.823601,4.115363746
1/1/2018 9:00,4,6.4,296.9,303.7,4.351975,4.077207014
1/1/2018 10:00,3.4,5.3,294.8,303.6,4.419272,3.998983921
1/1/2018 11:00,3.2,5.2,287.9,294.7,4.14853,4.12043869
1/1/2018 12:00,3.1,5,282.1,288,4.790989,4.052521163
1/1/2018 13:00,2.8,4.7,279.6,286.2,4.858054,3.88954059
1/1/2018 14:00,3.4,5.4,274.3,281.4,4.808627,4.090181899
1/1/2018 15:00,4,5.5,269,276.9,5.418058,4.444697626
1/1/2018 16:00,4.3,5.4,267.5,273.4,5.178318,4.464335442
1/1/2018 17:00,4.7,5.7,265.9,273.7,4.863302,4.194435138
1/1/2018 18:00,5,6.2,272.4,276.3,4.899703,3.988613354
1/1/2018 19:00,4.6,5.7,261.7,268,4.52841,3.93161735
1/1/2018 20:00,4.7,5.6,249.9,257.1,4.468499,4.010367847
1/1/2018 21:00,4.5,5.6,256.5,262.7,4.079113,4.159061946
1/1/2018 22:00,4.3,5.7,251.7,257.7,3.878532,3.360623933
1/1/2018 23:00,4.5,6.1,255.3,261.7,3.735859,3.301925152
1/2/2018 0:00,4.2,6.3,260.5,267.2,3.596567,3.572991003
1/2/2018 1:00,4.5,6.5,258.4,261.8,4.193757,3.481854978
1/2/2018 2:00,4.3,6.3,259.3,265.7,4.091692,3.316526187
1/2/2018 3:00,3.7,5.7,255.5,262.2,3.877222,3.117438463
1/2/2018 4:00,2.8,4.7,249.5,261,4.058033,3.075131193
1/2/2018 5:00,2.9,5.1,255.1,267.3,3.835196,3.104381894
1/2/2018 6:00,3.4,5.5,252.1,260.9,3.411862,3.213149715
1/2/2018 7:00,2.7,4.9,248.9,260.6,3.472319,3.145389737
1/2/2018 8:00,2.9,5.1,250.9,263,3.440662,3.24212843
1/2/2018 9:00,3.4,5.5,250.2,258.9,3.902873,3.448930189
1/2/2018 10:00,3.5,5.9,249.9,258.2,4.426414,3.572483217
1/2/2018 11:00,3.4,5,244.9,253.3,4.644768,3.387363918
1/2/2018 12:00,3.2,5,239.8,249.1,4.945813,3.072236359
1/2/2018 13:00,3.2,4.8,238.8,248.4,5.10142,2.995000579
1/2/2018 14:00,3.1,4.8,228.5,238.8,5.394221,3.561526712
1/2/2018 15:00,3.2,4.3,223,230.3,5.824819,4.087241497
1/2/2018 16:00,3.9,4.6,228.4,233.8,6.409147,4.519547499
1/2/2018 17:00,4.6,5.4,239.6,240.8,6.766045,4.930714868
1/2/2018 18:00,5.1,6.3,242.1,241.4,6.849576,5.226347077
1/2/2018 19:00,5.4,6.9,242,241,7.029796,5.353647773
1/2/2018 20:00,5.7,7.6,243,243.5,7.120333,5.497537051
1/2/2018 21:00,5.3,6.9,234.9,235.4,6.811282,5.542146144
1/2/2018 22:00,5.1,6.9,225.4,227.6,5.507258,4.451001577
1/2/2018 23:00,4.2,6.6,216.5,219.5,5.010792,5.136839821
1/3/2018 0:00,4.9,7.7,204.3,207.4,5.425976,5.495166237
1/3/2018 1:00,5.1,7.9,197.3,203.8,5.511591,5.493313421
1/3/2018 2:00,4.5,7.8,206.3,210.9,5.711612,5.493781806
1/3/2018 3:00,5.1,8.5,209.9,212.1,6.150083,5.479330392
1/3/2018 4:00,5,8.1,209.4,211.5,5.570124,5.693057196
1/3/2018 5:00,4.9,7.8,212.4,216.6,5.450076,5.821808794
1/3/2018 6:00,4.8,8.1,209.5,213.2,5.350972,5.610697422
1/3/2018 7:00,5,8,210.1,214.2,5.018036,5.344363019
1/3/2018 8:00,4.3,7.1,205.1,209.2,4.990506,5.015324509
1/3/2018 9:00,3.5,5.9,214.9,218.6,4.576853,4.754982064
1/3/2018 10:00,4.2,6.4,222.9,225.7,4.684947,3.553845202
1/3/2018 11:00,3.6,5.5,223.7,228.6,4.732,3.399293113
1/3/2018 12:00,3.5,5.3,231.3,235.1,4.860815,3.005039659
1/3/2018 13:00,3.6,5.2,238.4,241.1,3.851723,2.721404956
1/3/2018 14:00,2.6,4,240.4,246.9,3.720711,2.767316668
1/3/2018 15:00,3.6,5,264,269.7,4.63384,3.17267749
1/3/2018 16:00,3.6,5.1,288,294.7,4.868245,4.122502619
1/3/2018 17:00,4,5.2,298.5,304.6,4.991111,4.350722427
1/3/2018 18:00,4.3,5.8,297,304,4.740152,5.19756972
1/3/2018 19:00,5.1,7.2,295.9,303.1,4.944841,5.400918082
1/3/2018 20:00,4.6,6.6,307.8,312.9,4.814835,5.123499581
1/3/2018 21:00,4.5,6.4,301.3,306.6,4.992116,4.939533674
1/3/2018 22:00,4.7,6.6,294.3,301.8,4.490729,3.778840344
1/3/2018 23:00,3.6,5.6,302,305.7,5.108629,3.650911038
1/4/2018 0:00,3.3,5.4,304.9,312.8,4.206341,3.499656675
1/4/2018 1:00,3.5,5.8,310.7,319.2,3.752339,3.427547778
1/4/2018 2:00,3.2,5.6,323.6,331.6,4.088123,3.331436665
1/4/2018 3:00,2.5,4.9,318.8,328.6,4.13294,3.252746249
1/4/2018 4:00,2.4,5,313.6,323.7,3.479513,3.38982877
1/4/2018 5:00,3,6,300.1,313.5,3.608239,3.821099521
1/4/2018 6:00,3.5,6.8,305.8,314.9,4.306805,4.133826949
1/4/2018 7:00,3.6,7,316.6,326.2,3.912565,4.240523138
1/4/2018 8:00,3.5,6.9,326.5,333.1,4.426102,4.273254864
1/4/2018 9:00,3,6.4,332.8,341.6,4.338149,4.261364587
1/4/2018 10:00,2.8,6.1,332.7,340.5,5.088618,3.706849643
1/4/2018 11:00,2.5,5.9,332.1,342.6,4.806759,3.659135423
1/4/2018 12:00,2.7,6,330.9,341.9,4.074125,3.699588663
1/4/2018 13:00,2.7,5.8,319.2,331.9,4.978867,3.79514022
1/4/2018 14:00,2.8,5.8,313.5,327.1,5.219878,4.020104597
1/4/2018 15:00,3.1,5.9,331.8,339,5.505543,4.198968381
1/4/2018 16:00,3.5,5.3,334.6,343.8,5.147846,4.365936391
1/4/2018 17:00,3.7,5.7,338.3,343.9,5.097385,4.222262659
1/4/2018 18:00,4.1,5.5,321.6,331.7,5.400696,3.99778883
1/4/2018 19:00,4.4,6,320.4,327.9,5.580921,3.973071791
1/4/2018 20:00,4,5.5,314.2,322.4,5.997069,4.057797031
1/4/2018 21:00,3.4,4.2,301.6,307.6,5.145296,4.124622017
1/4/2018 22:00,3.5,4.7,285,295,4.526295,2.810981811
1/4/2018 23:00,3.2,5.3,290.6,298.4,3.215389,3.03324039
1/5/2018 0:00,2.8,5,299.6,309,4.16997,3.284193681
1/5/2018 1:00,2.5,5.3,312.7,321.2,4.257649,3.07724607
1/5/2018 2:00,2.4,5.4,317.9,327.5,3.259666,3.02685025
1/5/2018 3:00,2.2,5.4,305.8,321.6,3.657427,2.941484919
1/5/2018 4:00,1.9,5.4,297.9,319,3.489621,3.040082205
1/5/2018 5:00,2,5.3,287.3,309.1,4.887609,3.038688983
1/5/2018 6:00,2.2,6.2,298.6,317.2,4.585205,3.062662888
1/5/2018 7:00,2.3,6.2,285.3,306.5,4.112451,3.221098878
1/5/2018 8:00,2.1,5.8,282.2,307.8,3.952634,3.286259104
1/5/2018 9:00,2.6,6.9,305,319.8,4.148243,3.33464056
1/5/2018 10:00,3,6.8,301.1,315.9,4.236362,3.147457244
1/5/2018 11:00,2.9,6.6,307.1,321.2,4.201303,3.354649261
1/5/2018 12:00,2.5,6.3,320.2,332.5,3.682201,3.554407409
1/5/2018 13:00,2.3,6.4,322.9,333.5,3.314512,3.673410578
1/5/2018 14:00,2.7,6,300.1,317.3,3.636664,3.976873915
1/5/2018 15:00,3.6,6.1,309.9,320.6,4.331638,4.194427121
1/5/2018 16:00,3.8,5.6,321.8,330,5.19092,4.37067801
1/5/2018 17:00,4.4,6.3,331.3,338.7,5.298391,4.250537689
1/5/2018 18:00,4,5.6,322.9,329.8,5.355137,4.011981224
1/5/2018 19:00,3.3,4.2,316.6,326.8,5.191369,3.909195423
1/5/2018 20:00,3.7,5,321.4,327.5,5.105679,4.030157714
1/5/2018 21:00,3.5,4.6,316.9,326.4,4.450948,4.064955215
1/5/2018 22:00,3.1,4.6,326.2,330.5,4.222094,2.771271575
1/5/2018 23:00,3,4.6,303.4,310.1,4.040618,2.432356457
1/6/2018 0:00,2.4,4.5,295.1,306.6,3.56593,2.717078081
1/6/2018 1:00,2.2,4.5,288,303.9,3.466299,2.979521813
1/6/2018 2:00,2.4,5.3,294.9,308.2,3.540651,3.425568465
1/6/2018 3:00,2.4,5.9,313.7,324.6,2.801329,3.62621491
1/6/2018 4:00,2.2,5.5,321.7,333.7,2.614356,3.41443847
1/6/2018 5:00,2.1,6.1,316.5,335,2.481784,3.176675607
1/6/2018 6:00,2.2,6.8,308.4,327.4,2.342396,3.004962418
1/6/2018 7:00,2.5,7.1,302.8,323.8,1.962579,2.965823233
1/6/2018 8:00,2.2,6.5,307.7,327.4,1.814058,3.062893173
1/6/2018 9:00,2.1,6.1,309.1,330.9,2.490461,3.241639276
1/6/2018 10:00,2.2,6.5,300.4,324.4,2.698258,3.167881939
1/6/2018 11:00,2.4,7.2,301.4,323.1,2.922748,3.174995882
1/6/2018 12:00,2.5,7.2,321,333.2,2.762151,2.934307295
1/6/2018 13:00,3.1,7.2,316,329.5,2.541179,2.827438043
1/6/2018 14:00,2.9,6.5,314.6,326.8,2.687727,2.854237426
1/6/2018 15:00,2.6,5.1,322.4,334.6,2.493744,2.971422516
1/6/2018 16:00,2.7,4.8,348.5,353.8,2.299023,2.635228381
1/6/2018 17:00,3,4.3,358.4,0.8,2.241155,2.178776487
1/6/2018 18:00,2.1,2.9,1.7,357.7,2.289649,1.421399005
1/6/2018 19:00,1.5,1.8,11.7,5.6,1.75236,0.399867614
1/6/2018 20:00,1.2,1.3,NaN,NaN,1.443915,0.840875754
1/6/2018 21:00,1.8,2.2,198.2,202.2,2.268503,1.611421732
1/6/2018 22:00,2.2,2.5,211.5,214.8,2.499971,1.393312184
1/6/2018 23:00,2.3,2.9,246.8,245.2,2.163397,2.255121496
1/7/2018 0:00,1.3,2.5,214.9,211.7,2.118113,2.579297217
1/7/2018 1:00,2,3.5,184.6,188.9,2.130765,2.757483758
1/7/2018 2:00,2.2,4.6,192.2,199.7,2.399911,2.839725008
1/7/2018 3:00,2.4,3.8,168.5,180.6,2.454362,2.661968089
1/7/2018 4:00,2.2,4,164.9,168.8,3.197709,3.229537646
1/7/2018 5:00,2.3,4.6,177.9,181.1,3.28606,3.802686018
1/7/2018 6:00,3,5.1,159.4,166.2,3.828077,4.261946779
1/7/2018 7:00,3.8,5.9,168.2,171.9,4.134942,4.796654386
1/7/2018 8:00,4.3,6.7,169.2,172.5,5.346318,5.334138761
1/7/2018 9:00,4.4,6.8,169.9,175,5.786173,5.504174196
1/7/2018 10:00,4.4,6.8,176.6,179.8,6.165515,5.923804632
1/7/2018 11:00,5.6,8.2,173.9,177.8,6.555483,6.182893556
1/7/2018 12:00,5.6,8.3,171.9,174.7,6.370308,6.293940079
1/7/2018 13:00,5.8,8.4,173.2,176.9,6.659632,6.393676441
1/7/2018 14:00,5.7,8.3,178.5,182.7,7.076489,6.395322338
1/7/2018 15:00,6.6,9.3,185.4,188.9,8.309599,5.840251799
1/7/2018 16:00,6.2,8.7,185.9,190.5,7.656272,6.415951301
1/7/2018 17:00,5.5,7.6,189.2,192.9,7.662064,5.982160152
1/7/2018 18:00,5,7.4,194.3,197.9,7.667529,5.555724086
1/7/2018 19:00,5.4,8.2,199.1,203.4,6.26193,5.28620553
1/7/2018 20:00,4.9,7.2,196.5,202,6.247354,4.966873951
1/7/2018 21:00,4.4,6.4,194.1,198.9,6.417104,5.323344722
1/7/2018 22:00,4.2,6.4,189.2,195.4,6.673388,5.042906956
1/7/2018 23:00,4.6,7,188.6,193.6,6.452552,5.304545556
1/8/2018 0:00,4,6.4,191.9,195.3,6.480105,5.3450538
1/8/2018 1:00,4.1,6.5,187.3,191.8,6.348004,5.391013447
1/8/2018 2:00,4.3,6.8,190.1,194.1,6.27441,5.555405918
1/8/2018 3:00,4.7,7,190.2,194.7,6.270621,5.679639033
1/8/2018 4:00,4.7,7.2,194.4,197.9,5.716957,5.678512425
1/8/2018 5:00,5.1,7.7,201.1,203.9,5.976736,5.618828346
1/8/2018 6:00,5.2,7.7,217.9,219.3,6.450074,5.451528105
1/8/2018 7:00,5.3,7.7,224.1,226.3,6.548988,5.351949234
1/8/2018 8:00,5.7,8.1,225.8,228.9,6.20322,5.32448336
1/8/2018 9:00,5.6,7.6,240.5,243.7,5.321859,5.103934998
1/8/2018 10:00,5.1,7,248.2,251.8,4.588219,3.825172017
1/8/2018 11:00,5.1,6.8,235.5,238.8,4.252548,3.79255041
1/8/2018 12:00,5.6,7.8,260,266.6,4.466599,3.787676452
1/8/2018 13:00,4.4,6.1,257,264.1,3.916826,3.725586796
1/8/2018 14:00,4.1,5.5,265,271.3,4.123702,3.473496129
1/8/2018 15:00,4.4,5.9,269.1,275.6,4.235054,3.730676274
1/8/2018 16:00,5,6.7,270.4,274.7,4.659031,3.905873624
1/8/2018 17:00,5,6.2,252.6,256.9,4.912608,4.300587456
1/8/2018 18:00,6,8.3,244.4,249.1,5.064771,4.857455343
1/8/2018 19:00,5.4,7.1,250.8,253.8,4.691534,5.220189098
1/8/2018 20:00,5.6,7.5,250.1,253.7,4.792564,5.2074739
1/8/2018 21:00,4.6,6.2,236.2,239,3.224849,4.978789447
1/8/2018 22:00,4.8,6.7,235.6,239.6,2.820004,3.655698908
1/8/2018 23:00,4.6,7.1,232.4,235.5,2.381436,4.072779743
1/9/2018 0:00,4,6.8,234.8,236.5,2.582176,4.155030955
1/9/2018 1:00,3,5.5,228.2,230.3,2.871022,4.208421629
1/9/2018 2:00,3.2,5.7,228.1,234.3,3.126755,4.252610969
1/9/2018 3:00,3.3,5.8,236.4,242.1,2.682168,4.18707538
1/9/2018 4:00,3.7,6.1,244.6,247.7,2.115829,3.829120725
1/9/2018 5:00,3.7,5.9,246.1,250.2,2.343478,3.478182692
1/9/2018 6:00,3.2,5.5,243.5,249.2,1.692317,2.890879825
1/9/2018 7:00,2.6,4.9,239.8,246,1.830234,2.162757419
1/9/2018 8:00,2.4,4.6,236.3,247.9,1.816935,1.789495342
1/9/2018 9:00,1.8,3.2,218.3,227.3,0.632757,1.799142201
1/9/2018 10:00,2.3,4.1,238.4,232.4,0.856048,1.29878471
1/9/2018 11:00,2.1,3.5,222,219.9,1.094042,1.209481816
1/9/2018 12:00,1.4,2.4,215.6,215.7,0.694926,1.344138908
1/9/2018 13:00,1.2,1.6,195.8,204.4,0.755715,1.624266296
1/9/2018 14:00,1.6,2,187.9,193.3,1.082224,1.30825876
1/9/2018 15:00,2.3,2.8,187.4,191,1.69322,1.957902751
1/9/2018 16:00,2,2.2,181.4,184.5,2.458289,1.926820788
1/9/2018 17:00,1.7,1.7,162.7,168.9,2.820443,1.748967444
1/9/2018 18:00,2.1,2.1,185.6,183.8,2.643014,1.823024287
1/9/2018 19:00,1.7,1.7,167.9,171.1,2.289955,1.959274442
1/9/2018 20:00,2,2.1,143,143.2,2.610901,1.925767663
1/9/2018 21:00,2.3,2.7,136,140.8,2.23196,1.872840349
1/9/2018 22:00,2.2,3,131.6,138.6,2.22925,1.263851287
1/9/2018 23:00,2.2,3.2,131,136.2,2.253066,2.111239715
1/10/2018 0:00,2.5,3.6,132.2,138.6,2.388021,2.70411174
1/10/2018 1:00,2.9,4.3,117.3,126.2,2.12697,3.185930476
1/10/2018 2:00,3.2,4.5,132.2,137.6,1.987123,3.477727835
1/10/2018 3:00,3.1,4.5,125.9,130.3,2.117803,3.600997366
1/10/2018 4:00,2.4,3.9,129.9,138,1.790886,3.825838011
1/10/2018 5:00,2,3.9,123.4,136.2,1.148346,3.849417535
1/10/2018 6:00,2.3,4.5,134.5,146.8,1.340998,3.99621361
1/10/2018 7:00,3,4.9,139.7,148.9,2.59767,4.1020195
1/10/2018 8:00,2.5,4.4,118.2,134.3,3.523087,4.53962469
1/10/2018 9:00,2.8,4.7,119.1,132.4,3.703233,4.691012306
1/10/2018 10:00,2.5,4.7,132.4,145.3,3.684441,4.535496846
1/10/2018 11:00,3.2,5.7,161.3,165.1,3.324364,4.978882527
1/10/2018 12:00,3.7,6.1,170.8,171.4,4.14341,5.470042943
1/10/2018 13:00,3.9,6.5,164.1,168.8,5.038738,5.891557953
1/10/2018 14:00,3.7,6.2,169.9,174.3,5.092803,6.054205682
1/10/2018 15:00,3.9,6.4,181.9,185.9,5.318648,6.132644037
1/10/2018 16:00,4,6.6,183.1,189,5.526895,6.745088527
1/10/2018 17:00,4.9,7.5,181.2,185.9,5.89043,6.699300206
1/10/2018 18:00,5.2,8,185.5,190.7,6.287594,6.687918365
1/10/2018 19:00,4.9,7.4,189.6,195.4,6.060563,6.820658459
1/10/2018 20:00,4.6,7.5,192.6,199,5.994619,7.457627901
1/10/2018 21:00,4.7,7.5,183.9,188.1,6.649924,7.438783135
1/10/2018 22:00,4.4,7.2,187.8,189.5,6.311616,7.417315315
1/10/2018 23:00,5.7,8.8,189,190.6,6.714563,7.750637844
1/11/2018 0:00,6.2,9.4,185.7,188.6,6.717753,8.341797861
1/11/2018 1:00,7.1,10.8,188,190.8,6.372427,8.593044716
1/11/2018 2:00,7.8,11.7,192.8,196.3,6.547136,8.73919922
1/11/2018 3:00,8.2,12.3,193,196,6.76051,8.774832448
1/11/2018 4:00,7.6,11.4,195.2,198.5,7.209814,8.603769965
1/11/2018 5:00,8.8,12.9,196,199.3,7.513723,8.434350485
1/11/2018 6:00,7.5,11.5,201.1,203.8,6.574766,8.42177421
1/11/2018 7:00,7.5,11.6,201.1,204.4,7.909706,8.251696515
1/11/2018 8:00,7.1,10.7,201.7,202.3,8.088297,7.879883562
1/11/2018 9:00,6.4,10,198.1,199.3,6.888248,7.523360107
1/11/2018 10:00,6.6,10.3,196.8,198.6,7.565204,7.738128727
1/11/2018 11:00,6.5,9.9,192,195.6,7.635257,8.068129055
1/11/2018 12:00,7.2,10.8,191.2,194.9,7.662867,7.489402058
1/11/2018 13:00,6.7,10.1,189.1,191.8,7.414806,7.02700868
1/11/2018 14:00,6.2,9.8,184.8,187.6,7.19509,6.737145841
1/11/2018 15:00,6.4,9.6,186.2,187.9,6.57797,6.87040757
1/11/2018 16:00,6.9,10.5,182.4,186.1,7.025783,7.105141986
1/11/2018 17:00,6.4,9.6,189.1,193,7.119179,6.549249403
1/11/2018 18:00,5.5,8.3,215.2,218.3,6.533208,5.559500214
1/11/2018 19:00,4.5,7.1,212.3,214.4,6.069346,4.594943764
1/11/2018 20:00,4.2,7.1,192.9,196.6,5.83793,4.125020514
1/11/2018 21:00,4.7,7.8,200.9,204.1,5.596269,4.753130831
1/11/2018 22:00,4.6,7.6,201.6,204.9,5.328911,4.941562232
1/11/2018 23:00,5.4,8.1,260.1,267.9,3.658717,6.077629892
1/12/2018 0:00,6.5,9.6,271.1,279.3,7.01969,6.083127097
1/12/2018 1:00,6.1,8.6,272.6,279.4,6.341506,5.582313704
1/12/2018 2:00,5.9,5.6,270.5,275.2,5.853911,5.288502202
1/12/2018 3:00,NaN,NaN,NaN,NaN,6.219836,5.659236965
1/12/2018 4:00,NaN,NaN,NaN,NaN,6.484297,5.80275864
1/12/2018 5:00,NaN,NaN,NaN,NaN,6.512658,5.305673262
1/12/2018 6:00,NaN,NaN,NaN,NaN,6.147763,5.248363909
1/12/2018 7:00,NaN,NaN,NaN,NaN,6.853242,5.468471437
1/12/2018 8:00,NaN,NaN,NaN,NaN,7.14506,5.785334367
1/12/2018 9:00,NaN,NaN,NaN,NaN,7.537006,6.040612324
1/12/2018 10:00,NaN,NaN,NaN,NaN,8.259313,5.90644339
1/12/2018 11:00,NaN,NaN,NaN,NaN,8.296317,5.936988034
1/12/2018 12:00,NaN,NaN,NaN,NaN,8.263431,6.693520703
1/12/2018 13:00,NaN,NaN,NaN,NaN,8.600555,6.432450316
1/12/2018 14:00,NaN,NaN,NaN,NaN,8.8144,7.134936526
1/12/2018 15:00,NaN,NaN,NaN,NaN,9.054803,7.319252288
1/12/2018 16:00,NaN,NaN,NaN,NaN,9.066032,7.953843609
1/12/2018 17:00,NaN,NaN,NaN,NaN,9.663946,8.583311687
1/12/2018 18:00,NaN,NaN,NaN,NaN,9.456458,8.703672964
1/12/2018 19:00,NaN,NaN,NaN,NaN,8.907384,8.413729772
1/12/2018 20:00,NaN,NaN,NaN,NaN,9.476983,8.546117461
1/12/2018 21:00,2.4,NaN,356.5,NaN,8.734077,8.117760469
1/12/2018 22:00,4.9,NaN,356.8,NaN,8.316631,7.356453211
1/12/2018 23:00,5.1,NaN,356.6,NaN,8.651781,7.5273724
1/13/2018 0:00,5,NaN,353.8,NaN,8.802775,7.539000963
1/13/2018 1:00,5.4,NaN,347.7,NaN,8.465917,6.99280649
1/13/2018 2:00,5.1,NaN,345.8,NaN,7.970346,7.115927358
1/13/2018 3:00,4.9,NaN,343.7,NaN,7.636725,6.909166342
1/13/2018 4:00,4.8,NaN,342.2,NaN,7.142568,6.76189734
1/13/2018 5:00,4.9,NaN,347.1,NaN,6.940253,6.464769742
1/13/2018 6:00,4.7,NaN,343.4,NaN,6.790695,6.424572617
1/13/2018 7:00,4.8,NaN,339.5,NaN,6.41344,6.138580067
1/13/2018 8:00,4.2,NaN,333.8,NaN,6.146429,5.809676318
1/13/2018 9:00,4.3,NaN,328.7,NaN,4.839992,5.746319334
1/13/2018 10:00,3.8,NaN,331.5,NaN,5.530497,5.170943745
1/13/2018 11:00,3.5,NaN,332,NaN,5.037103,4.695822435
1/13/2018 12:00,3.1,NaN,329.4,NaN,4.767563,4.252476285
1/13/2018 13:00,2.7,NaN,329.3,NaN,4.297291,3.890305709
1/13/2018 14:00,2.9,NaN,323.5,NaN,4.457679,4.025473428
1/13/2018 15:00,3.3,NaN,319.2,NaN,4.24275,3.984561834
1/13/2018 16:00,3,NaN,314.9,NaN,3.925067,3.560337113
1/13/2018 17:00,2.9,NaN,316,NaN,3.741191,3.139346957
1/13/2018 18:00,3.3,NaN,318.2,NaN,3.564115,2.823961948
1/13/2018 19:00,3,NaN,310.6,NaN,3.35294,2.532340447
1/13/2018 20:00,2.8,NaN,300.5,NaN,2.986907,2.381554424
1/13/2018 21:00,3,NaN,303.1,NaN,2.946211,2.385096734
1/13/2018 22:00,2.5,NaN,295.5,NaN,2.848199,1.909035186
1/13/2018 23:00,2.3,NaN,302.4,NaN,2.698705,1.606851336
1/14/2018 0:00,1.9,NaN,297.7,NaN,2.625711,1.687431109
1/14/2018 1:00,1.7,NaN,307.7,NaN,2.46975,1.986949146
1/14/2018 2:00,1.4,NaN,321.2,NaN,2.473132,1.85823505
1/14/2018 3:00,1,NaN,336.8,NaN,2.552692,1.609163795
1/14/2018 4:00,1.2,NaN,323.6,NaN,2.480484,1.548214775
1/14/2018 5:00,1,NaN,337.7,NaN,2.307984,1.538190816
1/14/2018 6:00,0.9,NaN,336,NaN,2.306081,1.50647612
1/14/2018 7:00,1,NaN,308.9,NaN,1.88188,1.34909433
1/14/2018 8:00,1.1,NaN,324.3,NaN,1.834361,1.099837081
1/14/2018 9:00,0.8,NaN,NaN,NaN,1.340009,1.158275758
1/14/2018 10:00,0.6,NaN,NaN,NaN,1.087889,0.999813677
1/14/2018 11:00,0.5,NaN,NaN,NaN,1.799632,0.887724599
1/14/2018 12:00,1,NaN,221.2,NaN,2.207664,0.727729085
1/14/2018 13:00,1.1,NaN,198.2,NaN,2.026749,1.212055306
1/14/2018 14:00,1.7,NaN,189.9,NaN,2.220495,2.055095252
1/14/2018 15:00,2.4,NaN,192.6,NaN,2.953415,2.826984234
1/14/2018 16:00,3.9,NaN,185.3,NaN,3.589796,3.396025596
1/14/2018 17:00,4.2,NaN,193,NaN,3.805455,3.532332456
1/14/2018 18:00,3.7,NaN,180.1,NaN,4.617785,3.514693472
1/14/2018 19:00,4,NaN,189.8,NaN,5.219911,3.793765294
1/14/2018 20:00,3.9,NaN,190.7,NaN,4.886433,4.16866809
1/14/2018 21:00,4.4,NaN,173.6,NaN,4.902888,4.689793062
1/14/2018 22:00,4.7,NaN,174.8,NaN,5.151194,4.895493368
1/14/2018 23:00,4.8,3.9,166.6,168.4,4.34621,5.093071852
1/15/2018 0:00,5.2,7.5,162.9,166.4,4.42515,5.31373759
1/15/2018 1:00,4.9,7,150.3,154.8,4.962437,5.090643219
1/15/2018 2:00,4.5,6.6,153.5,157.7,5.2979,4.995180055
1/15/2018 3:00,4.4,6.7,153.2,158.8,5.609369,4.838320253
1/15/2018 4:00,4.4,6.5,154.1,157.9,6.296178,4.731641155
1/15/2018 5:00,4.2,6.1,156.8,162.1,6.554141,4.502743723
1/15/2018 6:00,3.9,6,158.4,162.5,6.424409,4.476131058
1/15/2018 7:00,4.2,6.1,156.4,160.8,6.097409,4.648525205
1/15/2018 8:00,4.2,6.1,150.5,156.3,5.929151,4.76156649
1/15/2018 9:00,4.2,6.1,149.6,155.1,5.759145,4.748000836
1/15/2018 10:00,4,5.9,150.3,155.8,5.629905,5.296010887
1/15/2018 11:00,3.3,5.3,152.3,157.3,5.62833,4.677087574
1/15/2018 12:00,3.3,5,152.8,157.9,5.550294,3.951022709
1/15/2018 13:00,3.1,4.7,146.6,153.2,5.422417,3.707372296
1/15/2018 14:00,3.3,4.8,146.1,152.2,5.782736,3.25627912
1/15/2018 15:00,3,4.1,157,161.7,6.026527,3.043437728
1/15/2018 16:00,3,3.8,165,172.4,6.004785,2.715057538
1/15/2018 17:00,2.9,3.7,191.1,199.9,6.163536,3.100697331
1/15/2018 18:00,4.7,6.3,251.6,256.5,5.870224,4.014528739
1/15/2018 19:00,5.8,7.8,254.3,258.9,5.509091,4.976618759
1/15/2018 20:00,6.4,8.7,254.1,258.9,4.855823,5.616201684
1/15/2018 21:00,6,8.3,254.2,257.9,4.378425,5.829099566
1/15/2018 22:00,6,8.3,257.6,261.2,3.736036,4.858843919
1/15/2018 23:00,6,8.5,255.1,258.8,3.912429,4.85384477
1/16/2018 0:00,6.4,8.9,252.4,255.7,3.499295,4.927722434
1/16/2018 1:00,6.1,8.5,252.3,256,2.446554,4.842454801
1/16/2018 2:00,5.4,7.4,250.7,256.3,2.3118,4.727375975
1/16/2018 3:00,5.4,7.7,242.9,246.5,2.360087,4.763926454
1/16/2018 4:00,5.7,8.1,243.8,246.1,2.347447,5.101514763
1/16/2018 5:00,5.6,8.2,248,253.2,1.986222,5.204187676
1/16/2018 6:00,5.6,8,248.3,253.3,1.410752,5.10171615
1/16/2018 7:00,5.7,8,253.4,256.2,1.390057,4.960725755
1/16/2018 8:00,5,7.1,250.5,257.7,1.5913,4.841021505
1/16/2018 9:00,5.3,7.3,250.9,256.8,1.150174,4.773492299
1/16/2018 10:00,5.1,7,254.9,259.2,0.9804,4.500323742
1/16/2018 11:00,4.6,6.6,259.3,266,0.670193,4.077856693
1/16/2018 12:00,4.2,6.4,259.1,266.8,0.515523,3.63685551
1/16/2018 13:00,3.8,6.1,257.5,267.1,0.518356,3.519159566
