Time,Obs10m,Obs60m,Dir10m,Dir60m,WTK_New10m,ERA510m
2/12/2018 15:00,2.5,4.5,5.6,6.8,3.834172,1.612268869
2/12/2018 16:00,2.4,3.3,13.5,13.6,3.747478,1.808882084
2/12/2018 17:00,2.6,3.3,22.9,22.5,3.459657,2.200312139
2/12/2018 18:00,2.8,3.7,5.2,7.3,3.61985,2.035053565
2/12/2018 19:00,2.4,2.9,14.4,16.6,3.476426,1.415728347
2/12/2018 20:00,2.2,2.8,22.2,17.7,3.36244,1.454615483
2/12/2018 21:00,2.1,2.6,31.6,23.2,3.298739,1.47020563
2/12/2018 22:00,2,2.6,16.1,17,2.378701,1.575628807
2/12/2018 23:00,2,2.8,42.3,42.5,2.399454,1.649587516
2/13/2018 0:00,3,4.4,60.6,64.6,2.732888,1.866595617
2/13/2018 1:00,1.8,3.4,57.2,60.4,2.728302,2.031145382
2/13/2018 2:00,1.2,3.1,NaN,47.8,2.712376,2.144044734
2/13/2018 3:00,1.4,4.2,21.3,40.7,3.102237,2.155179108
2/13/2018 4:00,1.7,4.8,22.2,43.5,3.100015,2.205728394
2/13/2018 5:00,1.8,5.5,26.8,51.7,2.981718,2.456049055
2/13/2018 6:00,1.8,5.1,29.1,58.7,3.081328,2.32648786
2/13/2018 7:00,1.7,5.3,24,69.2,1.950433,2.536526198
2/13/2018 8:00,2.1,6.3,48.2,79.1,1.385672,2.656517355
2/13/2018 9:00,2.7,6.7,66,90.3,1.644186,2.406440515
2/13/2018 10:00,2,4.9,62.6,83.9,2.045697,2.839341783
2/13/2018 11:00,2,5.6,70.4,85.9,1.614419,2.657457542
2/13/2018 12:00,1.7,4.5,49.1,77.2,1.772786,2.746254574
2/13/2018 13:00,1.8,4.6,68.2,91.4,1.516928,2.745749585
2/13/2018 14:00,2.1,4.6,80.3,98.4,2.760758,3.329882205
2/13/2018 15:00,3,5.7,97.8,111.5,3.340199,3.68109357
2/13/2018 16:00,3.6,5,124,129.2,3.084674,3.022920164
2/13/2018 17:00,3,3.6,139.2,141.4,4.369722,2.99195039
2/13/2018 18:00,2.8,3.3,144.6,153,4.409756,3.075369085
2/13/2018 19:00,2.9,3.3,155.6,162.9,3.710746,3.190847163
2/13/2018 20:00,4,4.8,175.9,174.7,3.117503,3.317977053
2/13/2018 21:00,2.4,2.7,169.5,168.4,2.380702,3.035366764
2/13/2018 22:00,2.2,2.5,154,159.6,2.7415,1.263446703
2/13/2018 23:00,2,2.5,164.1,166.3,2.091413,1.796677396
2/14/2018 0:00,1.7,2.8,163.3,164.3,2.842182,2.432641328
2/14/2018 1:00,1.8,3.8,166.8,168.8,2.191792,3.083712928
2/14/2018 2:00,2.3,5.6,160.7,167.3,0.929211,3.321050342
2/14/2018 3:00,2,4.9,177.3,179.9,2.795041,3.864002795
2/14/2018 4:00,2.6,6.3,192.8,189.7,2.823318,4.405046799
2/14/2018 5:00,3.8,8.2,204.6,207.6,3.128312,4.635576713
2/14/2018 6:00,3.5,6.9,217.4,218.2,2.336055,4.45857403
2/14/2018 7:00,2.1,5.7,217.6,214,2.242144,4.349165897
2/14/2018 8:00,1.9,5.8,210.2,210.6,2.777502,4.102766702
2/14/2018 9:00,2.7,7.3,207.8,212.6,2.644877,3.770204163
2/14/2018 10:00,2.7,6.6,206.7,210.8,2.864835,3.619918345
2/14/2018 11:00,2.5,6.3,198.6,205,2.878489,3.642382986
2/14/2018 12:00,2.6,6.7,206.8,212,2.987521,3.390041524
2/14/2018 13:00,2.5,6.4,201.4,207.8,3.092744,3.570031865
2/14/2018 14:00,2.8,6.1,189,198.2,5.837157,3.700055228
2/14/2018 15:00,3.1,5.3,195.9,202.7,5.814636,3.697310544
2/14/2018 16:00,4,5.2,198.4,203.4,5.675201,3.946919244
2/14/2018 17:00,4.3,5.2,200.7,207.8,6.185159,4.165724116
2/14/2018 18:00,4.1,5.1,205.2,210.5,6.403785,4.143447852
2/14/2018 19:00,4.9,6.4,213.1,216.6,6.406696,4.084757369
2/14/2018 20:00,4.5,5.9,210.7,213.7,5.128243,4.155939378
2/14/2018 21:00,3.6,4.8,196.4,203.2,4.161699,4.261849376
2/14/2018 22:00,3.7,5.1,185.7,192.4,5.50905,3.198701279
2/14/2018 23:00,3.2,4.8,186.1,194.3,4.892673,3.647143612
2/15/2018 0:00,2.6,4.5,185.7,189.4,5.182226,4.050613331
2/15/2018 1:00,2.8,5.4,201.3,202.8,5.059077,4.637990357
2/15/2018 2:00,3.3,6.7,199,205.6,6.476236,4.732250789
2/15/2018 3:00,2.7,5.8,210.6,219.4,5.484996,4.547864149
2/15/2018 4:00,3.5,6.7,220.3,220.9,6.05354,4.817138917
2/15/2018 5:00,2.7,6.3,204.5,213.6,5.904831,5.024685034
2/15/2018 6:00,2.8,6.5,209.6,213.6,5.763848,4.71159232
2/15/2018 7:00,4.5,7.7,223.9,223.6,5.818443,4.746854926
2/15/2018 8:00,3.7,6.7,212.6,215.1,6.330689,4.888661279
2/15/2018 9:00,3.2,6,216.4,217.5,5.97912,4.569637867
2/15/2018 10:00,3.8,7,218.7,221.1,5.05134,3.255503901
2/15/2018 11:00,2.9,6.5,215.2,218.1,4.554794,3.405737462
2/15/2018 12:00,3,6.6,204.1,210.8,4.133584,3.771491345
2/15/2018 13:00,2.9,6.5,200.2,208,4.190246,3.117835074
2/15/2018 14:00,1.9,5.3,203.7,203,4.481049,3.65072804
2/15/2018 15:00,3.5,7.1,215,212.6,4.116792,3.442122932
2/15/2018 16:00,2.2,5.5,248.1,231.8,3.667972,2.01625031
2/15/2018 17:00,1.9,4.1,269.3,248.2,3.725389,1.686218598
2/15/2018 18:00,1.8,4.3,279.1,285.2,2.945554,1.264368401
2/15/2018 19:00,1.2,2.2,NaN,299.6,3.020959,0.992302424
2/15/2018 20:00,0.9,1.2,NaN,NaN,3.148561,0.580503083
2/15/2018 21:00,2.1,2.7,222,244,3.573256,1.214154619
2/15/2018 22:00,1.7,2.4,319.5,328.7,3.93567,1.500477931
2/15/2018 23:00,1.9,3.7,325.9,340.5,3.985181,1.9502939
2/16/2018 0:00,1.9,4,303.6,323.4,3.824658,2.109866381
2/16/2018 1:00,2.3,5.7,311.5,319,4.002081,2.944749937
2/16/2018 2:00,2.1,5.4,316.3,328.7,4.85188,3.054654703
2/16/2018 3:00,2.3,6.5,344.3,352.6,2.682664,2.812662373
2/16/2018 4:00,1.5,4.7,340.8,356.4,3.579222,2.960488484
2/16/2018 5:00,1.8,5,318.6,340.2,4.607412,3.786650664
2/16/2018 6:00,2.6,6.1,326.1,338.5,5.100745,4.353859599
2/16/2018 7:00,3,6,1.4,1.5,6.145373,4.490883991
2/16/2018 8:00,3.7,6.1,17.6,18.8,6.70628,4.104018676
2/16/2018 9:00,2.7,5.2,8.2,8.4,7.174432,4.078978313
2/16/2018 10:00,1.9,3.8,358.1,0.9,5.475379,3.499922389
2/16/2018 11:00,2.3,4.4,331.3,340.4,6.480193,3.116884738
2/16/2018 12:00,3.1,5.7,332.8,337.6,4.93284,3.163609671
2/16/2018 13:00,3.6,6.7,339.3,346,5.598912,3.675738036
2/16/2018 14:00,3.3,6,340.2,346.2,5.018193,3.769794251
2/16/2018 15:00,3.6,6.1,332.8,339.5,5.831056,4.541743202
2/16/2018 16:00,4.1,6.6,329.6,335.2,5.278959,4.466260536
2/16/2018 17:00,3.5,4.8,316.9,321.9,4.726393,4.133778886
2/16/2018 18:00,4.2,5.8,305.9,313.2,4.435364,4.44554415
2/16/2018 19:00,5,6.4,282.8,288,3.937224,4.685180746
2/16/2018 20:00,5.1,6.4,283.2,291.4,3.146076,4.559632465
2/16/2018 21:00,4.8,5.8,272.9,280.7,2.938748,3.930410848
2/16/2018 22:00,4.3,5.2,271.5,278.3,2.511886,3.217124448
2/16/2018 23:00,4,5.2,265.1,273.8,2.269521,2.431325523
2/17/2018 0:00,3.4,4.8,271.4,275.3,2.122991,2.332436206
2/17/2018 1:00,2.7,4.3,255,262.4,2.778126,2.706395259
2/17/2018 2:00,2.2,3.9,269.3,278.1,2.364242,2.220289311
2/17/2018 3:00,1.1,2.2,NaN,256.4,2.609884,1.957852931
2/17/2018 4:00,2,3.8,243.1,247.3,2.72811,2.221342435
2/17/2018 5:00,1.8,3.5,223.5,239.5,2.668708,2.047412684
2/17/2018 6:00,2.1,4,230.5,230.5,2.252707,1.713055829
2/17/2018 7:00,1.5,3.4,242.5,260.5,1.925618,2.140563254
2/17/2018 8:00,1.2,3.5,225.4,255.9,2.383639,1.902035263
2/17/2018 9:00,1.4,3.5,213.5,239.2,2.463565,1.858679131
2/17/2018 10:00,1,2.9,199.5,233.6,2.516015,1.865141529
2/17/2018 11:00,1.1,4,NaN,196.2,2.788881,2.348642688
2/17/2018 12:00,1.4,5.1,NaN,190.1,2.835193,2.827074848
2/17/2018 13:00,2.2,5.2,153.9,171.9,3.796603,2.883138593
2/17/2018 14:00,2,4.8,124.2,162.4,4.30185,2.63319774
2/17/2018 15:00,1.7,4.5,176.8,181.4,4.887073,3.440682816
2/17/2018 16:00,2.7,4,186,189,5.00825,3.311605348
2/17/2018 17:00,3.5,4.5,185.9,189.3,5.732952,3.723559601
2/17/2018 18:00,3.6,4.4,185.7,188.9,5.445459,3.816577565
2/17/2018 19:00,3.6,4.6,185.9,189.3,5.866237,4.026142275
2/17/2018 20:00,3.9,5,176.5,178.5,5.207666,3.919257501
2/17/2018 21:00,4.5,6.1,183.4,186.9,5.354685,3.951707124
2/17/2018 22:00,2.1,3.6,190.9,192.1,4.592086,2.97836236
2/17/2018 23:00,2,3.9,205.6,209.6,3.975276,3.178109598
2/18/2018 0:00,3.5,5.9,235.4,242.1,4.404961,4.459258971
2/18/2018 1:00,4.9,8.1,269.1,274.9,4.598732,5.19178484
2/18/2018 2:00,5.1,8.2,282.5,288.3,4.609665,4.990310379
2/18/2018 3:00,4.8,7.7,289.9,295,4.17066,4.666936497
2/18/2018 4:00,4.4,7,277,282.9,3.603035,4.472014573
2/18/2018 5:00,4,6.4,282.8,287.5,3.519145,3.565681388
2/18/2018 6:00,3,5.5,272.1,284.2,1.921754,3.067140726
2/18/2018 7:00,3.1,5.1,247.4,260,1.611401,3.663956235
2/18/2018 8:00,3.3,5.8,236.2,236.4,1.860851,3.093277706
2/18/2018 9:00,2.9,5.5,239,237.8,1.697292,2.521893197
2/18/2018 10:00,2.7,5.7,230.9,226.2,1.293113,2.039781892
2/18/2018 11:00,1.2,3.8,219.2,222.3,0.826512,2.144746844
2/18/2018 12:00,1.1,3.8,212.2,218.3,0.950539,1.806598704
2/18/2018 13:00,0.8,1.6,NaN,208.9,1.46336,2.442468489
2/18/2018 14:00,1.7,3.4,115.3,NaN,2.22157,3.136197662
2/18/2018 15:00,2.1,4.1,160.8,167.5,3.922736,3.922447657
2/18/2018 16:00,4,5.7,171.2,175.8,5.241413,4.896511222
2/18/2018 17:00,4,5,157.3,166.5,6.117245,5.457935771
2/18/2018 18:00,4.6,6.1,158.4,164.8,6.403063,5.831704753
2/18/2018 19:00,4.8,6.4,165.1,168.5,6.704505,5.664777638
2/18/2018 20:00,4.2,5.3,151.4,154.4,6.985021,5.708339838
2/18/2018 21:00,4.9,6.5,143.7,148.9,5.167105,5.687996717
2/18/2018 22:00,5.5,7.4,149.7,154.2,5.009104,4.958030522
2/18/2018 23:00,4.8,7.1,140,147.5,4.585022,5.633402051
2/19/2018 0:00,4.5,7.2,131.4,141.2,5.266697,6.359053287
2/19/2018 1:00,5.2,8.5,138.6,144.8,5.07546,6.85033035
2/19/2018 2:00,5.1,8.3,144.8,151.5,5.786986,6.992444872
2/19/2018 3:00,5.5,8.7,148.6,155.4,6.107322,6.78372994
2/19/2018 4:00,5.5,8.9,160.1,163.7,6.403538,6.748107204
2/19/2018 5:00,5.5,8.7,165.2,167.7,5.675805,6.019655613
2/19/2018 6:00,4.6,7.3,177.4,181.8,5.407279,5.373353671
2/19/2018 7:00,3.3,6,183.2,185.9,4.821584,5.227399303
2/19/2018 8:00,3.7,6.5,183.9,187.9,3.725536,5.009106147
2/19/2018 9:00,3.8,6.3,183.7,189.7,2.670489,4.804319355
2/19/2018 10:00,2.8,5.1,184.3,194.1,1.781245,3.692936097
2/19/2018 11:00,2.2,4.6,173.7,184.9,0.943757,3.368074617
2/19/2018 12:00,2.5,4.9,154.9,175,2.382507,3.200524814
2/19/2018 13:00,2.6,5,143.6,166.9,2.37401,2.194923319
2/19/2018 14:00,2.1,4.1,115.1,149.2,1.876308,3.406558021
2/19/2018 15:00,1.6,4.5,126.4,151,1.273025,3.13951897
2/19/2018 16:00,1.8,4.5,120.5,146.3,2.394519,3.12004684
2/19/2018 17:00,2.1,5,129.6,153.6,1.957633,3.752410954
2/19/2018 18:00,2.2,4.8,146.4,164.2,1.374102,4.814188589
2/19/2018 19:00,3.6,6.8,190.9,194.6,3.382714,6.638241869
2/19/2018 20:00,4.3,7.9,201.8,204.6,4.669296,7.520412925
2/19/2018 21:00,4.8,8.5,203.7,206.5,5.550194,7.258192559
2/19/2018 22:00,4.9,8.6,201.9,204.7,5.259434,7.85598889
2/19/2018 23:00,5.5,9,199,200.6,5.912368,7.381331598
2/20/2018 0:00,4.8,8,192.6,196.9,6.109594,7.282326122
2/20/2018 1:00,5.1,8.5,191.2,194.6,5.234059,7.763278039
2/20/2018 2:00,4.8,8.1,186.7,188.1,6.481385,7.489854918
2/20/2018 3:00,5,8.7,188.8,189,6.249106,6.50654529
2/20/2018 4:00,5.7,9.3,186.3,188.8,3.828563,5.540652233
2/20/2018 5:00,4.6,7.9,192.9,193.8,6.812563,7.129902528
2/20/2018 6:00,5.2,9,203.9,209.5,7.882752,7.810254423
2/20/2018 7:00,3.9,7.3,200.4,208.6,8.059542,7.690302842
2/20/2018 8:00,3.4,6.5,202.1,204.5,7.191362,7.542598099
2/20/2018 9:00,4.4,7.9,203.1,207.9,7.677701,7.274776664
2/20/2018 10:00,5.3,8.6,212.3,214.8,7.986505,6.256120739
2/20/2018 11:00,4.3,7.4,209.2,215.3,8.49509,4.320931075
2/20/2018 12:00,2.2,4.2,229.3,226.4,6.091975,3.835765695
2/20/2018 13:00,4.3,7.3,219.6,223.8,6.022719,3.662134726
2/20/2018 14:00,4.1,7.1,203.5,208.5,6.919243,4.300072096
2/20/2018 15:00,5,8.1,197.3,201.1,6.485615,6.112858776
2/20/2018 16:00,5,8.2,198.9,201.6,7.659839,6.629035091
2/20/2018 17:00,5.1,7.8,188.2,191.7,7.379031,7.31216922
2/20/2018 18:00,6.1,9.1,189.4,192.7,8.038522,7.78825462
2/20/2018 19:00,7.3,11.1,197.8,201.6,7.331099,6.694748721
2/20/2018 20:00,6.6,10.2,251.9,255.6,6.268352,5.073452652
2/20/2018 21:00,3.9,6.1,262,267.6,7.026354,5.6748375
2/20/2018 22:00,3,4.6,223.1,229.3,6.921036,2.168418974
2/20/2018 23:00,4.9,7.1,245.4,248.6,4.178742,4.459536192
2/21/2018 0:00,5.6,8,274.9,281.1,3.949609,4.971954476
2/21/2018 1:00,5,7.2,278.6,282.6,4.816043,4.342695465
2/21/2018 2:00,4.1,6.1,294.9,303.7,4.565802,2.774169491
2/21/2018 3:00,3.4,5.4,298.3,304.3,5.012506,3.068181198
2/21/2018 4:00,3.1,4.8,292.5,298.4,5.149018,3.115694587
2/21/2018 5:00,3.1,3.9,304.9,312.4,4.284723,3.32018897
2/21/2018 6:00,2.8,NaN,303.1,NaN,4.943831,4.215899698
2/21/2018 7:00,NaN,NaN,NaN,NaN,4.750456,4.094844862
2/21/2018 8:00,NaN,NaN,NaN,NaN,5.306167,4.526061521
2/21/2018 9:00,NaN,NaN,NaN,NaN,5.231404,4.448361874
2/21/2018 10:00,NaN,NaN,NaN,NaN,5.008225,3.426478891
2/21/2018 11:00,NaN,NaN,NaN,NaN,4.470889,4.01685352
2/21/2018 12:00,NaN,NaN,NaN,NaN,5.054492,3.622711
2/21/2018 13:00,NaN,NaN,NaN,NaN,4.614707,3.629318233
2/21/2018 14:00,NaN,NaN,NaN,NaN,4.287529,3.589977233
2/21/2018 15:00,NaN,NaN,NaN,NaN,4.134278,3.816265686
2/21/2018 16:00,NaN,NaN,NaN,NaN,4.353761,3.606366791
2/21/2018 17:00,NaN,NaN,NaN,NaN,4.818774,3.602115159
2/21/2018 18:00,NaN,NaN,NaN,NaN,4.657256,3.188011663
2/21/2018 19:00,NaN,NaN,NaN,NaN,4.715663,3.561517043
2/21/2018 20:00,2,NaN,33.4,NaN,5.14432,3.70791942
2/21/2018 21:00,1.3,NaN,38.7,NaN,5.40618,3.997891724
2/21/2018 22:00,NaN,NaN,NaN,NaN,5.454966,3.134065608
2/21/2018 23:00,NaN,NaN,NaN,NaN,5.534047,3.223522265
2/22/2018 0:00,NaN,NaN,NaN,NaN,5.475387,2.388141851
2/22/2018 1:00,NaN,NaN,NaN,NaN,5.330386,3.256114464
2/22/2018 2:00,NaN,NaN,NaN,NaN,5.729236,3.383870413
2/22/2018 3:00,NaN,NaN,NaN,NaN,5.518825,2.747370194
2/22/2018 4:00,NaN,NaN,NaN,NaN,5.994814,3.982215104
2/22/2018 5:00,NaN,NaN,NaN,NaN,6.297273,4.732549538
2/22/2018 6:00,NaN,NaN,NaN,NaN,6.650944,5.227554481
2/22/2018 7:00,NaN,NaN,NaN,NaN,5.857035,5.314051103
2/22/2018 8:00,NaN,NaN,NaN,NaN,6.02618,5.218086967
2/22/2018 9:00,NaN,NaN,NaN,NaN,5.298284,5.174309242
2/22/2018 10:00,NaN,NaN,NaN,NaN,4.4117,4.023745423
2/22/2018 11:00,NaN,NaN,NaN,NaN,5.782972,3.748327682
2/22/2018 12:00,NaN,NaN,NaN,NaN,6.118688,3.990641467
2/22/2018 13:00,0.8,1.6,NaN,44.9,5.840585,4.025139926
2/22/2018 14:00,3.2,3.6,43.9,47,6.622757,3.868393137
2/22/2018 15:00,4,5.8,51.8,53.4,6.42044,4.578903109
2/22/2018 16:00,5.1,7.1,53.9,56.4,5.658312,5.330019775
2/22/2018 17:00,5.8,7.9,55.8,58.4,5.718281,5.306304534
2/22/2018 18:00,5.7,7.4,56.5,58.1,5.800188,5.096443542
2/22/2018 19:00,5.9,7.7,56.4,57.6,5.533361,4.915892741
2/22/2018 20:00,6.1,8.2,58,60.1,5.361614,5.280998419
2/22/2018 21:00,6.2,8.7,57.4,60.2,5.384785,5.26242684
2/22/2018 22:00,6.6,8.6,64,67.2,4.881435,4.601871495
2/22/2018 23:00,4.4,6.3,53.8,58.4,4.300499,3.171964665
2/23/2018 0:00,3.2,4.9,47.9,48.2,3.871179,2.8088396
2/23/2018 1:00,3.6,5.4,61.2,63.7,4.030112,3.363974073
2/23/2018 2:00,3.5,5.7,74.3,83,4.382268,4.684566433
2/23/2018 3:00,4.3,6.4,68,77.7,4.356917,4.073733313
2/23/2018 4:00,3.4,5.5,89.3,94.2,5.402141,3.875712719
2/23/2018 5:00,3.9,6,110.2,116.4,5.43483,3.639911917
2/23/2018 6:00,3.3,5.1,116,122.9,3.862954,3.925267907
2/23/2018 7:00,3.3,5.3,118.3,128.7,3.651578,4.128652313
2/23/2018 8:00,3.8,5.9,123.6,129.9,4.022562,4.036688757
2/23/2018 9:00,3.6,5.7,124.5,130.7,3.320718,4.319040606
2/23/2018 10:00,3.4,5.3,129.3,134.2,3.240059,3.521390653
2/23/2018 11:00,3.4,5.3,140.5,147.4,4.342038,2.559031366
2/23/2018 12:00,3,5,155.4,160.8,2.401724,3.309903976
2/23/2018 13:00,3.4,5.2,187.8,189.3,2.71396,3.131358775
2/23/2018 14:00,3.5,5.9,193.3,200.5,3.035636,4.085901026
2/23/2018 15:00,4.7,7.2,222.4,227.4,2.277853,4.647590184
2/23/2018 16:00,6.8,9.6,250.8,255.2,2.07363,6.137315466
2/23/2018 17:00,6.8,9.6,262.9,266.7,1.472,6.061506624
2/23/2018 18:00,6.4,9,257.9,263,1.8972,5.827324579
2/23/2018 19:00,6.1,8.4,255,259.2,2.336099,5.607312939
2/23/2018 20:00,5.4,7.6,251.4,255.4,1.866232,5.311791516
2/23/2018 21:00,5.7,7.9,253,256.8,1.933946,5.144472339
2/23/2018 22:00,5,6.8,256.6,261.6,1.004939,3.60140702
2/23/2018 23:00,4.6,6.4,269,274.8,1.264411,2.855211625
2/24/2018 0:00,3.5,5.1,263.9,269.1,1.464402,1.583664855
2/24/2018 1:00,2.5,3.7,256,263.6,1.275194,1.595083374
2/24/2018 2:00,2.4,3.9,254.5,260.7,1.086264,1.893341566
2/24/2018 3:00,2.2,3.8,273.2,278.3,1.001799,1.481012717
2/24/2018 4:00,2,4,282.4,282.7,1.186451,1.385957288
2/24/2018 5:00,2.2,4.7,310.9,312.8,1.691455,1.58010545
2/24/2018 6:00,2.1,4.9,334.8,338.9,2.036048,1.960016254
2/24/2018 7:00,2,4.7,356,356,2.285201,2.55283609
2/24/2018 8:00,2.3,4.5,13.6,13.4,2.706068,3.059230591
2/24/2018 9:00,2.1,3.9,31,34.9,3.024297,3.866277282
2/24/2018 10:00,2.8,5.1,38.9,42.4,3.071319,4.326920732
2/24/2018 11:00,3.9,6.6,44.7,47,3.982677,4.579555731
2/24/2018 12:00,6.2,8.8,60.4,62.5,5.234976,4.688257126
2/24/2018 13:00,6.1,8.8,59.5,61.4,4.697534,4.260661598
2/24/2018 14:00,6.1,8.4,61.6,62.9,5.510964,3.932989119
2/24/2018 15:00,4.9,6.9,65.2,67.8,5.366322,4.007752466
2/24/2018 16:00,5.1,6.8,63.7,69.9,5.38269,4.587049829
2/24/2018 17:00,4.5,5.9,67.3,73.6,5.155444,4.389466175
2/24/2018 18:00,5.1,6.5,56.9,58.2,5.305651,4.233383238
2/24/2018 19:00,4,5.4,55.7,56.6,5.239265,4.362043383
2/24/2018 20:00,4.9,6.2,58.2,61.2,4.494157,4.450882494
2/24/2018 21:00,5.4,7,63,67.7,4.506549,4.180900252
2/24/2018 22:00,3.8,5.4,73.3,80.3,3.404071,3.9980858
2/24/2018 23:00,3.7,6.3,75.8,84.7,3.789568,4.705388022
2/25/2018 0:00,3.9,7,86.5,97.5,4.478833,5.650129301
2/25/2018 1:00,5.7,9.5,103.9,112.9,4.611327,5.97533603
2/25/2018 2:00,6.2,9.5,113.2,122.7,4.133925,5.882947837
2/25/2018 3:00,5.8,8.8,113.4,122.2,3.652764,5.059923655
2/25/2018 4:00,5.2,8,121.1,130.1,1.870993,4.526130111
2/25/2018 5:00,5.7,8.7,135.9,142,3.062289,5.133888429
2/25/2018 6:00,7.2,11.1,169.9,176.2,4.387815,7.947770433
2/25/2018 7:00,9.7,13.9,252.3,257,5.507068,9.354962526
2/25/2018 8:00,12.3,17.5,254.8,259.5,7.051044,9.45081629
2/25/2018 9:00,10.2,14.6,254.2,259.3,7.70521,9.309940311
2/25/2018 10:00,9.4,13.5,252,257.7,7.739882,7.812726458
2/25/2018 11:00,10.1,14.6,252,257.4,7.641475,6.957464344
2/25/2018 12:00,9.4,13.3,252.6,256.4,6.10724,6.388076261
2/25/2018 13:00,7.2,10.2,240.6,244,9.122376,6.332447537
2/25/2018 14:00,7.4,10.4,235.7,240.4,8.382452,7.108094748
2/25/2018 15:00,8.3,11.4,240.5,242.3,7.821741,7.410252008
2/25/2018 16:00,8.5,11.8,240.5,244.2,8.113501,7.479024808
2/25/2018 17:00,8.1,11,242.2,245.9,7.93716,7.002256082
2/25/2018 18:00,7.6,10,242.6,247,8.092203,6.841604908
2/25/2018 19:00,7.7,10.3,238.1,242,7.907945,7.122365846
2/25/2018 20:00,7.6,10.2,241.9,243.3,8.534874,7.41558991
2/25/2018 21:00,7.7,10.6,236.6,240.2,8.222674,7.69562978
2/25/2018 22:00,7.9,10.9,239.6,244,7.506871,7.557286062
2/25/2018 23:00,7,9.5,237.1,241.4,4.819437,5.917180333
2/26/2018 0:00,6.2,9,239.8,242.9,3.90734,5.3301806
2/26/2018 1:00,4.8,7.7,230.5,235.7,4.055677,4.838143083
2/26/2018 2:00,4.4,7.5,233.9,236.9,4.087023,3.993221331
2/26/2018 3:00,3.2,6.4,250.4,248.1,3.815887,3.920261817
2/26/2018 4:00,3.6,7.4,237.3,241.7,3.568746,3.790932458
2/26/2018 5:00,3.6,7,232.6,236.7,3.512475,3.579514073
2/26/2018 6:00,3,6.3,230.3,236.9,3.710942,3.342391243
2/26/2018 7:00,2.5,5.8,237.7,243,3.677407,3.142898219
2/26/2018 8:00,2,5.7,236.9,246.2,2.958042,2.955514088
2/26/2018 9:00,1.6,5.6,247.4,259.5,2.405294,2.684496153
2/26/2018 10:00,1.7,5,234.5,244.4,1.952244,2.312103052
2/26/2018 11:00,1.7,4.5,232.1,245.7,2.346235,2.250369772
2/26/2018 12:00,1.8,4.4,233.4,250.1,2.698773,1.979823378
2/26/2018 13:00,1.6,4.7,225.4,250.2,2.981298,1.489730386
2/26/2018 14:00,1.5,4.1,208.1,227.7,3.091553,2.143567694
2/26/2018 15:00,2.6,3.6,206.4,210.4,2.783407,2.556145216
2/26/2018 16:00,3.4,4,197.2,203,3.483208,3.522914528
2/26/2018 17:00,4.4,5.3,201.7,204.2,4.132426,4.386851914
2/26/2018 18:00,5.1,6.5,206.2,209.2,4.639363,5.039506981
2/26/2018 19:00,6.2,8.2,219.8,222.5,4.537058,5.441555063
2/26/2018 20:00,6.1,7.9,220.6,223.8,4.689387,5.581009992
2/26/2018 21:00,5.8,7.7,215.9,220.6,4.648088,5.597328844
2/26/2018 22:00,5.7,7.6,223.5,227.9,4.473165,4.455095751
2/26/2018 23:00,5.4,7.6,225.9,228.6,2.198669,2.706431381
2/27/2018 0:00,3.5,5.6,220.1,222.3,2.270282,2.524858665
2/27/2018 1:00,2.3,5.3,204,207.9,2.624564,2.688789794
2/27/2018 2:00,2,4.5,192,197.4,2.051085,2.862469237
2/27/2018 3:00,2.6,5.5,192.9,195.5,1.433328,3.223681194
2/27/2018 4:00,3.1,6.2,194.1,193.7,1.772107,3.752764604
2/27/2018 5:00,3.2,6.1,195,197.4,2.209768,4.009828532
2/27/2018 6:00,2.7,5.4,197.3,200,1.996961,4.04087298
2/27/2018 7:00,3.1,5.9,197.4,201.4,2.070337,4.116398092
2/27/2018 8:00,3.2,6.3,193.9,199.7,2.655781,4.366129926
2/27/2018 9:00,2.9,6.3,197.6,200.1,2.523143,4.669450009
2/27/2018 10:00,3,6.2,194.5,200.4,2.205697,4.874543864
2/27/2018 11:00,3.7,7.1,191.9,195.4,3.522077,4.739925156
2/27/2018 12:00,4.4,7.6,190.7,194,3.6262,4.520502799
2/27/2018 13:00,4.1,7.5,184.9,191,3.569712,4.476042036
2/27/2018 14:00,4.3,7.2,188.2,191.9,4.022891,4.935189324
2/27/2018 15:00,4.5,6.6,184,189.3,4.973066,4.725451893
2/27/2018 16:00,4.4,5.7,186,190.7,4.582596,5.277079244
2/27/2018 17:00,6,7.9,211.6,213.7,5.532395,5.376943549
2/27/2018 18:00,6.2,8.5,214.7,218,6.249278,5.843786194
2/27/2018 19:00,6.5,8.9,202.8,207.2,6.684448,5.79489731
2/27/2018 20:00,6.1,8.1,199.6,203.2,6.818228,5.939652896
2/27/2018 21:00,6.1,8.7,201.8,204.8,6.36569,6.088335858
2/27/2018 22:00,6.1,8.6,191.1,197.2,5.84606,5.244663242
2/27/2018 23:00,5.4,7.9,179.3,181.3,2.6929,4.814853429
2/28/2018 0:00,5.6,8.6,172,175.2,3.400926,5.785870625
2/28/2018 1:00,5.1,8,172.6,175.3,2.57874,5.810554031
2/28/2018 2:00,5.2,8.1,183.2,184.4,2.821449,5.507181862
2/28/2018 3:00,4.5,7.5,188.8,188.9,0.933072,5.378229729
2/28/2018 4:00,4.1,7.2,190.9,190,1.802383,5.496944789
