ERA5 CF (raw),ERA5 CF (density adjusted),ERA5 CF (density and loss adjusted),MERRA2 CF (raw),MERRA2 CF (density adjusted),MERRA2 CF (density and loss adjusted),HRRR CF (raw),HRRR CF (density adjusted),HRRR CF (density and loss adjusted),Perform
6.616463063814261,5.959060069584423,5.5419258647135266,15.302393336865276,13.974698141247758,12.996469271360414,15.171037408330548,13.850106710313339,12.88059924059142,5.393540308333335
0.0,0.0,0.0,9.647079589836771,8.713991671419146,8.104012254419809,9.392906287599393,8.480651023052538,7.887005451438858,1.3658393716666666
0.0,0.0,0.0,2.3944612578048448,0.0,0.0,0.0,0.0,0.0,0.004157225291666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,15.155410131155357,13.765731073406283,12.802129898267845,0.0,0.0,0.0,0.05130135166666667
5.50599833846383,4.920515142472824,4.576079082499711,17.28752127411148,15.681351262321561,14.583656673959046,4.358235117176273,3.833409368618842,3.565070712815529,0.4555488358333333
7.614295737021888,6.701917745200961,6.2327835030368925,16.083965422348932,14.465006627392901,13.452456163475397,5.596134337568257,4.968572389180655,4.620772321938006,2.013110928333333
10.582550302724007,9.28176740755095,8.632043689022403,13.867676177358307,12.309709709177364,11.448030029534939,5.5834656426574245,4.92652660319884,4.581669740974908,1.8563254083333331
14.838588320732427,13.137208711674095,12.217604101856912,9.686249446199566,8.417034500467137,7.827842085434436,9.99926850071527,8.695912566055581,8.087198686431675,5.731468691666667
15.986575682537426,14.217091891468202,13.221895459065411,12.263758118191731,10.758646836725937,10.005541558155128,12.421507126296522,10.903810779120928,10.14054402458247,25.389953916666666
51.632335938448286,46.64859947918518,43.38319751564221,38.7546547594253,34.912305725892544,32.468444325080064,27.367226815621308,24.667877194586215,22.941125790965167,78.97174700000001
100.71401503022038,91.40945432868182,85.01079252567409,90.90488609574962,82.56854081307993,76.78874295616434,40.91489856970872,36.888137507499366,34.30596788197442,177.26486416666663
122.63972756465512,111.75466454276713,103.93183802477343,147.32824396934996,134.58926871312852,125.16801990320951,133.53604906202162,121.7897726452287,113.26448856006267,211.61426333333335
136.13602622368407,124.72618061509482,115.99534797203819,170.52299122718176,156.6814715700343,145.71376856013188,249.9,249.9,239.99179002438552,218.21407250000001
134.12995334887034,123.38504721982281,114.74809391443522,160.56021249434704,148.0900556334418,137.72375173910086,249.9,249.9,248.48845179861505,221.9677158333333
125.00912450600087,115.39583152061623,107.31812331417308,119.92991625614508,110.68058056261758,102.93293992323434,249.9,249.9,244.68316717623966,224.07827666666665
128.55075250606868,119.19336419328592,110.84982869975589,67.08287699802744,62.204344336922695,57.85004023333809,249.9,249.9,244.7253976292447,219.65545166666672
114.49759160738186,106.54833396968891,99.08995059181066,36.09013012220918,33.42470553480911,31.08497614737246,249.9,249.9,240.97860869419964,205.8699116666667
72.11888180367572,67.40689220897455,62.68840975434632,24.783685983356136,23.043051308280884,21.43003771670121,249.9,249.7184069152395,235.40713757693655,184.15981416666668
35.977921390390215,33.55692580865888,31.20794100205276,33.45666577730307,31.2069490012349,29.022462571148473,201.5565930793013,188.85926822845062,175.63911945245906,155.08933416666665
31.82803089558664,29.794812927786236,27.709176022841202,46.072922100601374,43.16784512504287,40.146095966289856,,,,94.18453216666667
42.25238469223462,39.70671534597169,36.92724527175366,40.47275113015741,38.027051464298815,35.3651578617979,60.92626811402525,57.44194229987895,53.421006338887416,95.81631941666666
49.8907738089642,47.10766363666773,43.81012718210099,24.758603154832628,23.347838401235677,21.713489713149194,81.04880030802252,76.7638479331209,71.39037857780242,110.84947458333333
52.6381604630977,49.898662637635134,46.405756253000675,13.96261688467259,13.087123062408212,12.17102444803964,106.30213938732486,100.9233913057478,93.85875391434544,117.39997041666668
60.0529933440306,57.01191772744072,53.02108348651988,11.397867723394002,10.630308092248793,9.88618652579137,132.48530077411377,125.89965115865724,117.08667557755122,99.91791225000001
56.50046197438323,53.62632473581346,49.87248200430651,10.069659342803241,9.371543919050909,8.715535844717362,134.94383824133183,128.29307841593493,119.31256292681947,85.40333908333332
40.77009687868325,38.617053265313196,35.91385953674127,3.6854080269681933,3.3271474113319837,3.0942470925387386,121.2138758226764,115.19151237599779,107.12810650967795,48.5767285
30.54053078446324,28.672056452261046,26.66501250060279,4.285771353448155,3.9194186093806276,3.645059306723969,71.4461429014559,67.38669055141744,62.669622212818226,37.46562441666667
44.055559936247604,41.01408962306823,38.14310334945345,27.675377976903153,25.757532351680187,23.95450508706256,28.371399482910597,26.404365487092555,24.556059902996076,50.507820333333335
61.916104771041105,57.36155766332873,53.346248626895715,55.38531446297986,51.236952679074896,47.65036599153963,44.180548357927805,40.765448030309415,37.911866668187756,78.80970391666668
72.00615146666934,66.24973040266224,61.612249274475865,103.2291311108003,94.88474604227895,88.24281381931941,76.21141928139403,70.136054945827,65.22653109961911,93.02994733333334
108.47109888533579,98.84690852428939,91.92762492758911,126.59543902863008,115.40540581834259,107.3270274110586,120.12397407732678,109.46690855273557,101.80422495404409,101.95040491666668
145.12662659789538,131.45831500218912,122.25623295203586,147.94529754533596,134.0618832958431,124.67755146513409,153.50611780574715,139.19798429574612,129.4541253950439,135.19074833333335
146.76509765971838,133.28041872758226,123.9507894166515,212.44577892521824,192.27258496120177,178.81350401391765,155.9672173162508,141.79314697915595,131.86762669061503,200.64386666666664
229.8790878248829,208.799991354173,194.18399195938088,249.9,249.9,241.6733492451395,227.12993661242984,206.14186053698245,191.71193029939369,223.20886999999996
249.9,249.9,237.1383539817148,249.9,249.9,241.876739925762,249.9,249.9,245.8699075524534,227.18347500000002
249.9,249.9,239.00497158595513,249.9,249.9,237.80255832187066,249.9,249.9,249.9,227.40898
249.9,249.9,241.8255303115719,243.26134206918846,225.8064726757146,210.15227296179165,249.9,249.9,249.9,227.40898
249.9,249.9,248.6701562673468,226.66190818869185,208.69649975529782,194.08774477242696,249.9,249.9,249.9,227.40898
249.9,249.9,249.9,195.37112951808035,180.18235320783978,167.569588483291,249.9,249.9,249.9,227.40898
249.9,249.9,249.9,172.9648166865538,159.89262680970293,148.70014293302373,249.9,249.9,249.9,227.40898
249.9,249.9,248.42517656839811,184.49204216589428,170.41086652951776,158.4821058724515,249.9,249.9,249.9,227.38706249999998
249.9,249.9,243.60632736372938,216.4661624801722,198.63741676875696,184.73279759494395,249.9,249.9,249.9,226.12126250000003
249.9,246.81906886299842,231.9958054904146,241.13696588694103,222.87526482100222,207.27399628353203,249.9,249.9,239.3221367924246,216.44378083333336
153.92742344679954,141.12703138543105,131.24813918845086,241.92944328139714,223.2767500635072,207.64737755906168,216.64457318644875,197.76656213510196,183.9229027856448,209.04719916666667
65.52406218991241,59.72506503621775,55.54431048368249,249.54428750091455,235.65401869939095,220.21853448814426,227.2142299076747,207.0014833018408,192.51137947071194,102.63846625000001
37.412118642494015,33.77511608546119,31.410857959478914,249.9,241.50525903876513,226.30157216409603,118.9103703227202,108.04029224709706,100.47747178980026,75.84837275
63.274109342063284,57.315071717830634,53.303016697582464,249.9,249.9,237.74182041624422,159.18248070814883,144.8091528541475,134.67251215435715,165.77009199999998
197.13613672221757,180.3249465524003,167.70220029373226,249.9,249.9,236.8450866217877,249.9,238.47939013950668,223.14158014848093,219.10022333333336
249.9,249.9,240.120864054692,244.45222862400374,228.26446387558428,212.65181541596786,249.9,249.9,242.53124484112578,223.75989000000004
249.9,249.9,239.57306410116558,149.78912034314453,139.37877544676888,129.62226116549505,249.9,249.9,249.9,223.65728749999997
249.9,249.9,237.89238867139315,169.16676572076713,156.49193725588495,145.53750164797302,249.9,249.9,249.9,221.09187166666672
191.021200667584,175.1822285096047,162.91947251393236,249.9,249.9,245.314486600507,249.9,249.9,240.31955572701818,208.78360583333335
249.9,249.9,238.73691797286597,249.9,249.9,249.9,249.9,249.9,247.1570725674121,223.38183583333338
249.9,249.9,247.9490832927035,249.9,249.9,249.9,249.9,249.9,249.9,227.40898
249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,227.35978250000002
249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,223.28671
249.9,249.9,236.88024148703104,249.9,249.9,247.8328303870739,249.9,249.9,249.9,211.71441916666666
127.70648549742434,115.33366825143375,107.26031147383337,249.9,249.9,244.1738583948049,249.9,249.9,246.09383335512567,195.6164916666667
102.71792270782531,93.04094901123247,86.5280825804462,249.9,249.9,239.56777917297987,249.9,249.9,239.3981521425248,171.86281916666667
100.81813140419094,91.54186024306341,85.13393002604897,197.82550767020746,179.8212529520823,167.23376524543653,249.9,249.9,238.972721522472,133.51134008333332
130.38148762392916,118.6895690912867,110.38129925489663,113.54487559746708,103.28230236962332,96.05254120374968,182.2871998990285,166.44938718045057,154.79793007781902,102.21406033333334
171.84707477065783,157.36073427920198,146.34548287965782,88.65418967119024,80.9371960373975,75.27159231477965,133.2689593518417,121.63156907717294,113.11735924177083,96.21113166666667
160.0638915966954,146.68312784077602,136.41530889192168,69.61443924300761,63.60971754224258,59.1570373142856,110.32935889609796,100.71022907730735,93.66051304189581,80.30480616666665
115.2183373895803,105.2912123387574,97.92082747504439,47.686793182500466,43.39307138395975,40.35555638708255,72.60344277568163,66.43853455650473,61.78783713754938,58.842608250000005
84.01598535221011,76.98450225631598,71.59558709837387,25.472072799266233,23.179501553724855,21.556936444964112,58.911265276865805,53.84050609249686,50.071670666022065,41.14027283333333
69.94490633462758,64.12810866753405,59.63914106080668,9.652533436514986,8.522348645678072,7.925784240480601,51.791368891239905,47.29041647385827,43.980087320688206,26.082489166666665
51.75647005698104,47.30924881414463,43.99760139715452,0.0,0.0,0.0,42.77339076773434,39.0132141063161,36.28228911887397,17.018371916666666
34.48651978355087,31.471706145852377,29.268686715642698,0.0,0.0,0.0,20.30415832207578,18.48684936546376,17.19276990988128,7.222079758333332
15.044931917365812,13.577127654271708,12.626728718472682,0.0,0.0,0.0,11.206459649157319,9.987024916867592,9.287933172686852,0.9189481525166666
6.394788274387691,5.70603193998084,5.306609704182166,4.856358084893543,4.341970546244142,4.038032608007042,73.50043356560472,67.7458868205448,63.00367474310664,0.0
0.0,0.0,0.0,6.6418740412659725,5.931533618752026,5.5163262654393606,,,,0.0
0.0,0.0,0.0,8.913079240181583,7.940422186074556,7.384592633049332,,,,0.04822335250166667
0.0,0.0,0.0,14.751790065924153,13.369938651036408,12.434042945463846,0.0,0.0,0.0,3.4699830833333336
7.279119747482973,6.502041636848252,6.046898722268866,13.639121207074599,12.329549518425974,11.466481052136155,0.0,0.0,0.0,10.889277416666665
22.462220556269344,20.48822519274135,19.054049429249442,25.698760138507048,23.46339669458586,21.82095892596486,9.359446779799077,8.283224749970264,7.703399017472329,6.100262691666667
22.46522837250358,20.35318202599495,18.928459284175286,69.59369798001813,63.53821418018596,59.09053918757294,15.776415997894011,14.132257049533631,13.142999056066262,8.402161233333334
21.446049942895204,19.281934622671404,17.932199199084426,107.019967288911,97.00956948196145,90.21889961822413,16.171515330795966,14.392586203082056,13.385105168866312,21.48804575
31.004143348670862,27.788208242684174,25.843033665696296,133.3161261251461,120.39382382979748,111.96625616171164,47.857959243221444,42.959850568219515,39.95266102844414,70.47797750000001
64.50738168441232,57.92346123180128,53.86881894557518,147.22922739954353,132.58344353307865,123.30260248576313,94.98565996401314,85.37638406005813,79.40003717585407,108.76024658333334
